"DIAG_PRINC","n","CLASSIF","RESTRSEXO","CAUSAOBITO","DESCRICAO","DESCRABREV","REFER","EXCLUIDOS","...9"
"K05",1,NA,NA,NA,NA,NA,NA,NA,NA
"K13",1,NA,NA,NA,NA,NA,NA,NA,NA
"K137",1,NA,NA,NA,"Outras lesões e as não especificadas da mucosa oral","K13.7 Outr lesoes e as NE da mucosa oral",NA,NA,NA
"K210",1,NA,NA,NA,"Doença de refluxo gastroesofágico com esofagite","K21.0 Doenc de refluxo gastroesofagico c/esofagite",NA,NA,NA
"K22",1,NA,NA,NA,NA,NA,NA,NA,NA
"K28",1,NA,NA,NA,NA,NA,NA,NA,NA
"K319",1,NA,NA,NA,"Doenças do estômago e do duodeno, sem outra especificação","K31.9 Doenc do estomago e do duodeno SOE",NA,NA,NA
"K351",1,NA,NA,NA,"Apendicite aguda com abscesso peritonial","K35.1 Apendicite aguda c/abscesso peritonial",NA,NA,NA
"K403",1,NA,NA,NA,"Hérnia inguinal unilateral ou não especificada, com obstrução sem gangrena","K40.3 Hernia inguinal unilat NE c/obstr s/gangrena",NA,NA,NA
"K45",1,NA,NA,NA,NA,NA,NA,NA,NA
"K561",1,NA,NA,NA,"Intussuscepção","K56.1 Intussuscepcao",NA,NA,NA
"K564",1,NA,NA,NA,"Outras obstruções do intestino","K56.4 Outr obstrucoes do intestino",NA,NA,NA
"K598",1,NA,NA,NA,"Outros transtornos funcionais especificados do intestino","K59.8 Outr transt funcionais espec do intestino",NA,NA,NA
"K60",1,NA,NA,NA,NA,NA,NA,NA,NA
"K62",1,NA,NA,NA,NA,NA,NA,NA,NA
"K63",1,NA,NA,NA,NA,NA,NA,NA,NA
"K638",1,NA,NA,NA,"Outras doenças especificadas do intestino","K63.8 Outr doenc espec do intestino",NA,NA,NA
"K668",1,NA,NA,NA,"Outras afecções especificadas do peritônio","K66.8 Outr afeccoes espec do peritonio",NA,NA,NA
"K72",1,NA,NA,NA,NA,NA,NA,NA,NA
"K758",1,NA,NA,NA,"Outras doenças hepáticas inflamatórias especificadas","K75.8 Outr doenc hepaticas inflam espec",NA,NA,NA
"K77",1,NA,NA,NA,NA,NA,NA,NA,NA
"L024",1,NA,NA,NA,"Abscesso cutâneo, furúnculo e antraz do(s) membro(s)","L02.4 Abscesso cutaneo furunculo e antraz membros",NA,NA,NA
"L028",1,NA,NA,NA,"Abscesso cutâneo, furúnculo e antraz de outras localizações","L02.8 Abscesso cutaneo furunculo e antraz outr loc",NA,NA,NA
"L038",1,NA,NA,NA,"Celulite de outros locais","L03.8 Celulite de outr locais",NA,NA,NA
"L048",1,NA,NA,"N","Linfadenite aguda de outras localizações","L04.8 Linfadenite aguda de outr localiz",NA,NA,NA
"L209",1,NA,NA,"N","Dermatite atópica, não especificada","L20.9 Dermatite atopica NE",NA,NA,NA
"L30",1,NA,NA,NA,NA,NA,NA,NA,NA
"L303",1,NA,NA,"N","Dermatite infectada","L30.3 Dermatite infectada",NA,NA,NA
"L508",1,NA,NA,NA,"Outras urticárias","L50.8 Outr urticarias",NA,NA,NA
"L55",1,NA,NA,NA,NA,NA,NA,NA,NA
"L89",1,NA,NA,NA,"Úlcera de decúbito","L89   Ulcera de decubito",NA,NA,NA
"L94",1,NA,NA,NA,NA,NA,NA,NA,NA
"L99",1,NA,NA,NA,NA,NA,NA,NA,NA
"M008",1,NA,NA,NA,"Artrite e poliartrite devidas a outro agente bacteriano especificado","M00.8 Artrite poliartr dev outr agent bacter espec",NA,NA,NA
"M02",1,NA,NA,NA,NA,NA,NA,NA,NA
"M06",1,NA,NA,NA,NA,NA,NA,NA,NA
"M24",1,NA,NA,NA,NA,NA,NA,NA,NA
"M25",1,NA,NA,NA,NA,NA,NA,NA,NA
"M43",1,NA,NA,NA,NA,NA,NA,NA,NA
"M464",1,NA,NA,NA,"Discite não especificada","M46.4 Discite NE",NA,NA,NA
"M65",1,NA,NA,NA,NA,NA,NA,NA,NA
"M79",1,NA,NA,NA,NA,NA,NA,NA,NA
"M84",1,NA,NA,NA,NA,NA,NA,NA,NA
"M86",1,NA,NA,NA,NA,NA,NA,NA,NA
"N039",1,NA,NA,NA,"Síndrome nefrítica crônica - não especificada","N03.9 NE",NA,NA,NA
"N05",1,NA,NA,NA,NA,NA,NA,NA,NA
"N11",1,NA,NA,NA,NA,NA,NA,NA,NA
"N118",1,NA,NA,NA,"Outras nefrites túbulo-intersticiais crônicas","N11.8 Outr nefrites tubulo-intersticiais cronicas",NA,NA,NA
"N130",1,NA,NA,NA,"Hidronefrose com obstrução da junção uretero-pélvica","N13.0 Hidronefrose c/obstr juncao uretero-pelvica",NA,NA,NA
"N210",1,NA,NA,NA,"Calculose na bexiga","N21.0 Calculose na bexiga",NA,NA,NA
"N25",1,NA,NA,NA,NA,NA,NA,NA,NA
"N31",1,NA,NA,NA,NA,NA,NA,NA,NA
"N322",1,NA,NA,NA,"Fístula vesical não classificada em outra parte","N32.2 Fistula vesical NCOP",NA,NA,NA
"N338",1,"*",NA,NA,"Transtornos da bexiga em outras doenças classificadas em outra parte","N33.8 Transt da bexiga em outr doenc COP",NA,NA,NA
"N35",1,NA,NA,NA,NA,NA,NA,NA,NA
"N459",1,NA,"M",NA,"Orquite, epididimite e epidídimo-orquite, sem menção de abscesso","N45.9 Orquite epidid epididimo-orquite s/menc absc",NA,NA,NA
"P070",1,NA,NA,NA,"Recém-nascido com peso muito baixo","P07.0 Recem-nascido c/peso muito baixo",NA,NA,NA
"P072",1,NA,NA,NA,"Imaturidade extrema","P07.2 Imaturidade extrema",NA,NA,NA
"P14",1,NA,NA,NA,NA,NA,NA,NA,NA
"P211",1,NA,NA,NA,"Asfixia leve ou moderada ao nascer","P21.1 Asfixia leve ou moderada ao nascer",NA,NA,NA
"P282",1,NA,NA,NA,"Crises cianóticas do recém-nascido","P28.2 Crises cianoticas do recem-nascido",NA,NA,NA
"P285",1,NA,NA,NA,"Insuficiência respiratória do recém-nascido","P28.5 Insuf respirat do recem-nascido",NA,NA,NA
"P289",1,NA,NA,NA,"Afecção respiratória do recém-nascido, não especificada","P28.9 Afeccao respirat do recem-nascido NE",NA,NA,NA
"P290",1,NA,NA,NA,"Insuficiência cardíaca neonatal","P29.0 Insuf cardiaca neonatal",NA,NA,NA
"P35",1,NA,NA,NA,NA,NA,NA,NA,NA
"P363",1,NA,NA,NA,"Septicemia do recém-nascido devida a outros estafilococos e aos não especificados","P36.3 Septicemia rec-nasc dev outr estafiloc e NE",NA,NA,NA
"P378",1,NA,NA,NA,"Outras doenças infecciosas e parasitárias congênitas especificadas","P37.8 Outr doenc infecc e parasit congen espec",NA,NA,NA
"P390",1,NA,NA,NA,"Mastite infecciosa neonatal","P39.0 Mastite infecc neonatal",NA,NA,NA
"P509",1,NA,NA,NA,"Perda sangüínea fetal não especificada","P50.9 Perda sanguinea fetal NE",NA,NA,NA
"P54",1,NA,NA,NA,NA,NA,NA,NA,NA
"P540",1,NA,NA,NA,"Hematêmese neonatal","P54.0 Hematemese neonatal",NA,NA,NA
"P550",1,NA,NA,NA,"Isoimunização Rh do feto e do recém-nascido","P55.0 Isoimunizacao Rh do feto e do recem-nascido",NA,NA,NA
"P58",1,NA,NA,NA,NA,NA,NA,NA,NA
"P703",1,NA,NA,NA,"Hipoglicemia neonatal iatrogênica","P70.3 Hipoglicemia neonatal iatrogenica",NA,NA,NA
"P710",1,NA,NA,NA,"Hipocalcemia do recém-nascido pelo uso de leite de vaca","P71.0 Hipocalcemia recem-nascido p/uso leite vaca",NA,NA,NA
"P74",1,NA,NA,NA,NA,NA,NA,NA,NA
"P769",1,NA,NA,NA,"Obstrução intestinal não especificada do recém-nascido","P76.9 Obstrucao intestinal NE do recem-nascido",NA,NA,NA
"P81",1,NA,NA,NA,NA,NA,NA,NA,NA
"P83",1,NA,NA,NA,NA,NA,NA,NA,NA
"P920",1,NA,NA,NA,"Vômitos no recém-nascido","P92.0 Vomitos no recem-nascido",NA,NA,NA
"P925",1,NA,NA,NA,"Dificuldade neonatal na amamentação no peito","P92.5 Dificuldade neonatal na amamentacao no peito",NA,NA,NA
"P94",1,NA,NA,NA,NA,NA,NA,NA,NA
"P963",1,NA,NA,NA,"Suturas cranianas amplas no recém-nascido","P96.3 Suturas cranianas amplas no recem-nascido",NA,NA,NA
"Q02",1,NA,NA,NA,"Microcefalia","Q02   Microcefalia",NA,NA,NA
"Q03",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q06",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q150",1,NA,NA,"N","Glaucoma congênito","Q15.0 Glaucoma congen",NA,NA,NA
"Q17",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q20",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q206",1,NA,NA,NA,"Isomerismo dos apêndices atriais","Q20.6 Isomerismo dos apendices atriais",NA,NA,NA
"Q218",1,NA,NA,NA,"Outras malformações congênitas dos septos cardíacos","Q21.8 Outr malformacoes congen septos cardiacos",NA,NA,NA
"Q23",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q233",1,NA,NA,NA,"Insuficiência mitral congênita","Q23.3 Insuf mitral congen",NA,NA,NA
"Q25",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q257",1,NA,NA,NA,"Outras malformações congênitas da artéria pulmonar","Q25.7 Outr malformacoes congen da arteria pulmonar",NA,NA,NA
"Q28",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q289",1,NA,NA,NA,"Malformação congênita não especificada do aparelho circulatório","Q28.9 Malform congen NE do aparelho circulatorio",NA,NA,NA
"Q353",1,NA,NA,NA,"Fenda do palato mole","Q35.3 Fenda do palato mole",NA,NA,NA
"Q423",1,NA,NA,NA,"Ausência, atresia e estenose congênita do ânus, sem fístula","Q42.3 Ausencia atresia estenose congen anus s/fist",NA,NA,NA
"Q431",1,NA,NA,NA,"Doença de Hirschsprung","Q43.1 Doenc de Hirschsprung",NA,NA,NA
"Q436",1,NA,NA,NA,"Fístula congênita do reto e do ânus","Q43.6 Fistula congen do reto e do anus",NA,NA,NA
"Q44",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q52",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q531",1,NA,"M",NA,"Testículo não-descido, unilateral","Q53.1 Testiculo nao-descido unilateral",NA,NA,NA
"Q56",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q61",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q641",1,NA,NA,NA,"Extrofia vesical","Q64.1 Extrofia vesical",NA,NA,NA
"Q668",1,NA,NA,"N","Outras deformidades congênitas do pé","Q66.8 Outr deform congen do pe",NA,NA,NA
"Q68",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q69",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q75",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q759",1,NA,NA,NA,"Malformação congênita não especificada dos ossos do crânio e da face","Q75.9 Malform congen NE dos ossos cranio e face",NA,NA,NA
"Q85",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q89",1,NA,NA,NA,NA,NA,NA,NA,NA
"Q90",1,NA,NA,NA,NA,NA,NA,NA,NA
"R00",1,NA,NA,NA,NA,NA,NA,NA,NA
"R02",1,NA,NA,NA,"Gangrena não classificada em outra parte","R02   Gangrena NCOP",NA,NA,NA
"R040",1,NA,NA,NA,"Epistaxis","R04.0 Epistaxis",NA,NA,NA
"R100",1,NA,NA,NA,"Abdome agudo","R10.0 Abdome agudo",NA,NA,NA
"R16",1,NA,NA,NA,NA,NA,NA,NA,NA
"R223",1,NA,NA,NA,"Tumefação, massa ou tumoração localizadas de membro superior","R22.3 Tumefacao massa tumoracao localiz membro sup",NA,NA,NA
"R23",1,NA,NA,NA,NA,NA,NA,NA,NA
"R560",1,NA,NA,NA,"Convulsões febris","R56.0 Convulsoes febris",NA,NA,NA
"R57",1,NA,NA,NA,NA,NA,NA,NA,NA
"R59",1,NA,NA,NA,NA,NA,NA,NA,NA
"R80",1,NA,NA,NA,"Proteinúria isolada","R80   Proteinuria isolada",NA,NA,NA
"S011",1,NA,NA,NA,"Ferimento da pálpebra e da região periocular","S01.1 Ferim da palpebra e da regiao periocular",NA,NA,NA
"S020",1,NA,NA,NA,"Fratura da abóbada do crânio","S02.0 Frat da abobada do cranio",NA,NA,NA
"S25",1,NA,NA,NA,NA,NA,NA,NA,NA
"S31",1,NA,NA,NA,NA,NA,NA,NA,NA
"S422",1,NA,NA,NA,"Fratura da extremidade superior do úmero","S42.2 Frat da extremidade super do umero",NA,NA,NA
"S523",1,NA,NA,NA,"Fratura da diáfise do rádio","S52.3 Frat da diafise do radio",NA,NA,NA
"S526",1,NA,NA,NA,"Fratura da extremidade distal do rádio e do cúbito [ulna]","S52.6 Frat da extremidade distal do radio e cubito",NA,NA,NA
"S66",1,NA,NA,NA,NA,NA,NA,NA,NA
"S68",1,NA,NA,NA,NA,NA,NA,NA,NA
"S718",1,NA,NA,NA,"Ferimentos de outras partes e das não especificadas da cintura pélvica","S71.8 Ferim outr partes e das NE cintura pelvica",NA,NA,NA
"S723",1,NA,NA,NA,"Fratura da diáfise do fêmur","S72.3 Frat da diafise do femur",NA,NA,NA
"S728",1,NA,NA,NA,"Fraturas de outras partes do fêmur","S72.8 Frat de outr partes do femur",NA,NA,NA
"S821",1,NA,NA,NA,"Fratura da extremidade proximal da tíbia","S82.1 Frat da extremidade proximal da tibia",NA,NA,NA
"S822",1,NA,NA,NA,"Fratura da diáfise da tíbia","S82.2 Frat da diafise da tibia",NA,NA,NA
"S828",1,NA,NA,NA,"Fratura de outras partes da perna","S82.8 Frat de outr partes da perna",NA,NA,NA
"S96",1,NA,NA,NA,NA,NA,NA,NA,NA
"T02",1,NA,NA,NA,NA,NA,NA,NA,NA
"T022",1,NA,NA,NA,"Fraturas envolvendo regiões múltiplas de um membro superior","T02.2 Frat envolv regioes mult de um membro super",NA,NA,NA
"T111",1,NA,NA,NA,"Ferimento do membro superior, nível não especificado","T11.1 Ferim do membro super nivel NE",NA,NA,NA
"T16",1,NA,NA,NA,"Corpo estranho no ouvido","T16   Corpo estranho no ouvido",NA,NA,NA
"T17",1,NA,NA,NA,NA,NA,NA,NA,NA
"T20",1,NA,NA,NA,NA,NA,NA,NA,NA
"T23",1,NA,NA,NA,NA,NA,NA,NA,NA
"T260",1,NA,NA,NA,"Queimadura da pálpebra e da região periocular","T26.0 Queim da palpebra e da regiao periocular",NA,NA,NA
"T492",1,NA,NA,NA,"Intoxicação por adstringentes e detergentes de uso local","T49.2 Adstringentes e detergentes de uso local",NA,NA,NA
"T509",1,NA,NA,NA,"Intoxicação por outras drogas, medicamentos e substâncias biológicas e as não especificadas","T50.9 Outr drogas medicamentos subst biolog e NE",NA,NA,NA
"T622",1,NA,NA,NA,"Efeito tóxico de ingestão de outras (partes de) plantas","T62.2 Ingestao de outr plantas",NA,NA,NA
"T630",1,NA,NA,NA,"Efeito tóxico do veneno de serpente","T63.0 Veneno de serpente",NA,NA,NA
"T659",1,NA,NA,NA,"Efeito tóxico de substância não especificada","T65.9 Subst NE",NA,NA,NA
"T818",1,NA,NA,NA,"Outras complicações de procedimentos não classificadas em outra parte","T81.8 Outr complic de proced NCOP",NA,NA,NA
"T846",1,NA,NA,NA,"Infecção e reação inflamatória devidas a dispositivo de fixação interna [qualquer local]","T84.6 Infecc reacao inflam dev disp fixacao int",NA,NA,NA
"T95",1,NA,NA,NA,NA,NA,NA,NA,NA
"Z38",1,NA,NA,NA,NA,NA,NA,NA,NA
"Z43",1,NA,NA,NA,NA,NA,NA,NA,NA
"Z470",1,NA,NA,NA,"Seguimento envolvendo remoção de placa de fratura e outros dispositivos de fixação interna","Z47.0 Seguim env rem placa frat outr disp fix int",NA,NA,NA
"Z523",1,NA,NA,NA,"Doador de medula óssea","Z52.3 Doador de medula ossea",NA,NA,NA
