"DIAG_PRINC","n","CLASSIF","RESTRSEXO","CAUSAOBITO","DESCRICAO","DESCRABREV","REFER","EXCLUIDOS","...9"
"A38",1,NA,NA,NA,"Escarlatina","A38   Escarlatina",NA,NA,NA
"A394",1,NA,NA,NA,"Meningococcemia não especificada","A39.4 Meningococcemia NE",NA,NA,NA
"A408",1,NA,NA,NA,"Outras septicemias estreptocócicas","A40.8 Outr septicemias estreptococicas",NA,NA,NA
"A409",1,NA,NA,NA,"Septicemia estreptocócica não especificada","A40.9 Septicemia estreptococica NE",NA,NA,NA
"A490",1,NA,NA,NA,"Infecção estafilocócica de localização não especificada","A49.0 Infecc estafilococica localiz NE",NA,NA,NA
"A502",1,NA,NA,NA,"Sífilis congênita precoce não especificada","A50.2 Sifilis congen precoce NE",NA,NA,NA
"A812",1,NA,NA,NA,"Leucoencefalopatia multifocal progressiva","A81.2 Leucoencefalopatia multifocal progressiva",NA,NA,NA
"B002",1,NA,NA,"N","Gengivoestomatite e faringoamigdalite devida ao vírus do herpes","B00.2 Gengivoestom e faringoamig dev virus herpes",NA,NA,NA
"B09",1,NA,NA,NA,"Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas","B09   Inf viral NE caract p/lesoes pele membr muco",NA,NA,NA
"B955",1,NA,NA,NA,"Estreptococo não especificado, como causa de doenças classificadas em outros capítulos","B95.5 Estreptococo NE causa doenc class outr cap",NA,NA,NA
"C479",1,NA,NA,NA,"Neoplasia maligna dos nervos periféricos e sistema nervoso autônomo, não especificados","C47.9 Nervos perifericos e sist nerv autonomo NE",NA,NA,NA
"C490",1,NA,NA,NA,"Neoplasia maligna do tecido conjuntivo e tecidos moles da cabeça, face e pescoço","C49.0 Tec conjuntivo e moles cabeca face e pescoco",NA,NA,NA
"C494",1,NA,NA,NA,"Neoplasia maligna do tecido conjuntivo e tecidos moles do abdome","C49.4 Tec conjuntivo e tec moles do abdome",NA,NA,NA
"C509",1,NA,NA,NA,"Neoplasia maligna da mama, não especificada","C50.9 Mama NE",NA,NA,NA
"C64",1,NA,NA,NA,"Neoplasia maligna do rim, exceto pelve renal","C64   Neopl malig do rim exceto pelve renal",NA,NA,NA
"C693",1,NA,NA,NA,"Neoplasia maligna da coróide","C69.3 Coroide",NA,NA,NA
"C728",1,NA,NA,NA,"Neoplasia maligna do encéfalo e de outras partes do sistema nervoso central com lesão invasiva","C72.8 Lesao invasiva encef out part sist nerv cent",NA,NA,NA
"C795",1,NA,NA,NA,"Neoplasia maligna secundária dos ossos e da medula óssea","C79.5 Neopl malig secund ossos e medula ossea",NA,NA,NA
"C911",1,NA,NA,NA,"Leucemia linfocítica crônica","C91.1 Leucemia linfocitica cronica",NA,NA,NA
"D102",1,NA,NA,NA,"Neoplasia benigna do assoalho da boca","D10.2 Assoalho da boca",NA,NA,NA
"D181",1,NA,NA,NA,"Linfangioma de qualquer localização","D18.1 Linfangioma de qualquer localiz",NA,NA,NA
"D227",1,NA,NA,NA,"Nevo melanocítico dos membros inferiores, incluindo quadril","D22.7 Nevo melanocitico membros infer incl quadril",NA,NA,NA
"D292",1,NA,"M",NA,"Neoplasia benigna dos testículos","D29.2 Testiculos",NA,NA,NA
"D360",1,NA,NA,NA,"Neoplasia benigna dos gânglios linfáticos (linfonodos)","D36.0 Ganglios linfaticos",NA,NA,NA
"D464",1,NA,NA,NA,"Anemia refratária, não especificada","D46.4 Anemia refrataria NE",NA,NA,NA
"D508",1,NA,NA,NA,"Outras anemias por deficiência de ferro","D50.8 Outr anemias p/defic de ferro",NA,NA,NA
"D509",1,NA,NA,NA,"Anemia por deficiência de ferro não especificada","D50.9 Anemia p/defic de ferro NE",NA,NA,NA
"D531",1,NA,NA,NA,"Outras anemias megaloblásticas não classificadas em outras partes","D53.1 Outr anemias megaloblasticas NCOP",NA,NA,NA
"D558",1,NA,NA,NA,"Outras anemias devidas a transtornos enzimáticos","D55.8 Outr anemias dev transt enzimaticos",NA,NA,NA
"D578",1,NA,NA,NA,"Outros transtornos falciformes","D57.8 Outr transt falciformes",NA,NA,NA
"D66",1,NA,NA,NA,"Deficiência hereditária do fator VIII","D66   Defic hereditaria do fator VIII",NA,NA,NA
"D692",1,NA,NA,NA,"Outras púrpuras não-trombocitopênicas","D69.2 Outr purpuras nao-trombocitopenicas",NA,NA,NA
"D758",1,NA,NA,NA,"Outras doenças especificadas do sangue e dos órgãos hematopoéticos","D75.8 Outr doenc espec sangue e org hematopoeticos",NA,NA,NA
"D759",1,NA,NA,NA,"Doença não especificada do sangue e dos órgãos hematopoéticos","D75.9 Doenc NE do sangue e orgaos hematopoeticos",NA,NA,NA
"D803",1,NA,NA,NA,"Deficiência seletiva de subclasses de imunoglobulina G [IgG]","D80.3 Defic seletiva subclasses imunoglobulina G",NA,NA,NA
"E101",1,NA,NA,NA,"Diabetes mellitus insulino-dependente - com cetoacidose","E10.1 C/cetoacidose",NA,NA,NA
"E104",1,"+",NA,NA,"Diabetes mellitus insulino-dependente - com complicações neurológicas","E10.4 C/compl neurologicas",NA,NA,NA
"E141",1,NA,NA,NA,"Diabetes mellitus não especificado - com cetoacidose","E14.1 C/cetoacidose",NA,NA,NA
"E161",1,NA,NA,NA,"Outra hipoglicemia","E16.1 Outr hipoglicemia",NA,NA,NA
"E301",1,NA,NA,NA,"Puberdade precoce","E30.1 Puberdade precoce",NA,NA,NA
"E440",1,NA,NA,NA,"Desnutrição protéico-calórica moderada","E44.0 Desnutric proteico-calorica moderada",NA,NA,NA
"E838",1,NA,NA,NA,"Outros distúrbios do metabolismo mineral","E83.8 Outr disturbios do metabolismo mineral",NA,NA,NA
"E848",1,NA,NA,NA,"Fibrose cística com outras manifestações","E84.8 Fibrose cistica c/outr manifestacoes",NA,NA,NA
"E875",1,NA,NA,NA,"Hiperpotassemia","E87.5 Hiperpotassemia",NA,NA,NA
"E876",1,NA,NA,NA,"Hipopotassemia","E87.6 Hipopotassemia",NA,NA,NA
"F82",1,NA,NA,NA,"Transtorno específico do desenvolvimento motor","F82   Transt especifico do desenvolv motor",NA,NA,NA
"G009",1,NA,NA,NA,"Meningite bacteriana não especificada","G00.9 Meningite bacter NE",NA,NA,NA
"G039",1,NA,NA,NA,"Meningite não especificada","G03.9 Meningite NE",NA,NA,NA
"G400",1,NA,NA,NA,"Epilepsia e síndromes epilépticas idiopáticas definidas por sua localização (focal) (parcial) com crises de início focal","G40.0 Epilep sind epil idiop def loc cris inic foc",NA,NA,NA
"G405",1,NA,NA,NA,"Síndromes epilépticas especiais","G40.5 Sindr epilepticas especiais",NA,NA,NA
"G406",1,NA,NA,NA,"Crise de grande mal, não especificada (com ou sem pequeno mal)","G40.6 Crise de grande mal NE",NA,NA,NA
"G410",1,NA,NA,NA,"Estado de grande mal epiléptico","G41.0 Estado de grande mal epileptico",NA,NA,NA
"G411",1,NA,NA,NA,"Estado de pequeno mal epiléptico","G41.1 Estado de pequeno mal epileptico",NA,NA,NA
"G419",1,NA,NA,NA,"Estado de mal epiléptico, não especificado","G41.9 Estado de mal epileptico NE",NA,NA,NA
"G609",1,NA,NA,NA,"Neuropatia hereditária e idiopática não especificada","G60.9 Neuropatia hereditaria e idiopatica NE",NA,NA,NA
"G918",1,NA,NA,NA,"Outras formas de hidrocefalia","G91.8 Outr form de hidrocefalia",NA,NA,NA
"H018",1,NA,NA,"N","Outras inflamações especificadas da pálpebra","H01.8 Outr inflam espec da palpebra",NA,NA,NA
"H024",1,NA,NA,"N","Ptose da pálpebra","H02.4 Ptose da palpebra",NA,NA,NA
"H046",1,NA,NA,"N","Outras alterações nos canais lacrimais","H04.6 Outr alteracoes nos canais lacrimais",NA,NA,NA
"H050",1,NA,NA,NA,"Inflamação aguda da órbita","H05.0 Inflam aguda da orbita",NA,NA,NA
"H260",1,NA,NA,"N","Catarata infantil, juvenil e pré-senil","H26.0 Catarata infantil juvenil e pre-senil",NA,NA,NA
"H268",1,NA,NA,"N","Outras cataratas especificadas","H26.8 Outr cataratas espec",NA,NA,NA
"H438",1,NA,NA,"N","Outros transtornos do humor vítreo","H43.8 Outr transt do humor vitreo",NA,NA,NA
"H440",1,NA,NA,NA,"Endoftalmite purulenta","H44.0 Endoftalmite purulenta",NA,NA,NA
"H444",1,NA,NA,NA,"Hipotonia do olho","H44.4 Hipotonia do olho",NA,NA,NA
"H448",1,NA,NA,NA,"Outros transtornos do globo ocular","H44.8 Outr transt do globo ocular",NA,NA,NA
"H471",1,NA,NA,"N","Papiledema não especificado","H47.1 Papiledema NE",NA,NA,NA
"H500",1,NA,NA,"N","Estrabismo convergente concomitante","H50.0 Estrabismo convergente concomitante",NA,NA,NA
"H501",1,NA,NA,"N","Estrabismo divergente concomitante","H50.1 Estrabismo divergente concomitante",NA,NA,NA
"H609",1,NA,NA,"N","Otite externa não especificada","H60.9 Otite externa NE",NA,NA,NA
"H663",1,NA,NA,NA,"Outras otites médias supurativas crônicas","H66.3 Outr otites medias supurativas cronicas",NA,NA,NA
"H903",1,NA,NA,"N","Perda de audição bilateral neuro-sensorial","H90.3 Perda de audicao bilateral neuro-sensorial",NA,NA,NA
"H908",1,NA,NA,"N","Perda de audição mista, de condução e neuro-sensorial, não especificada","H90.8 Perda audicao mista conducao e neuro-sens NE",NA,NA,NA
"I209",1,NA,NA,NA,"Angina pectoris, não especificada","I20.9 Angina pectoris NE",NA,NA,NA
"I214",1,NA,NA,NA,"Infarto agudo subendocárdico do miocárdio","I21.4 Infarto agudo subendocardico do miocardio",NA,NA,NA
"I319",1,NA,NA,NA,"Doença não especificada do pericárdio","I31.9 Doenc NE do pericardio",NA,NA,NA
"I500",1,NA,NA,NA,"Insuficiência cardíaca congestiva","I50.0 Insuf cardiaca congestiva",NA,NA,NA
"I517",1,NA,NA,NA,"Cardiomegalia","I51.7 Cardiomegalia",NA,NA,NA
"I621",1,NA,NA,NA,"Hemorragia extradural não-traumática","I62.1 Hemorragia extradural nao-traum",NA,NA,NA
"I671",1,NA,NA,NA,"Aneurisma cerebral não-roto","I67.1 Aneurisma cerebral nao-roto",NA,NA,NA
"I729",1,NA,NA,NA,"Aneurisma de localização não especificada","I72.9 Aneurisma de localiz NE",NA,NA,NA
"I809",1,NA,NA,NA,"Flebite e tromboflebite de localização não especificada","I80.9 Flebite e tromboflebite de localiz NE",NA,NA,NA
"I839",1,NA,NA,NA,"Varizes dos membros inferiores sem úlcera ou inflamação","I83.9 Varizes membros infer s/ulcera ou inflam",NA,NA,NA
"I888",1,NA,NA,NA,"Outras linfadenites inespecíficas","I88.8 Outr linfadenites inespecificas",NA,NA,NA
"J038",1,NA,NA,NA,"Amigdalite aguda devida a outros microorganismos especificados","J03.8 Amigdalite aguda dev outr microorg espec",NA,NA,NA
"J060",1,NA,NA,"N","Laringofaringite aguda","J06.0 Laringofaringite aguda",NA,NA,NA
"J121",1,NA,NA,NA,"Pneumonia devida a vírus respiratório sincicial","J12.1 Pneumonia dev virus respirat sincicial",NA,NA,NA
"J128",1,NA,NA,NA,"Outras pneumonias virais","J12.8 Outr pneumonias virais",NA,NA,NA
"J129",1,NA,NA,NA,"Pneumonia viral não especificada","J12.9 Pneumonia viral NE",NA,NA,NA
"J358",1,NA,NA,"N","Outras doenças crônicas das amígdalas e das adenóides","J35.8 Outr doenc cronicas amigdalas e adenoides",NA,NA,NA
"J371",1,NA,NA,NA,"Laringotraqueíte crônica","J37.1 Laringotraqueite cronica",NA,NA,NA
"J42",1,NA,NA,NA,"Bronquite crônica não especificada","J42   Bronquite cronica NE",NA,NA,NA
"J458",1,NA,NA,NA,"Asma mista","J45.8 Asma mista",NA,NA,NA
"J46",1,NA,NA,NA,"Estado de mal asmático","J46   Estado de mal asmatico",NA,NA,NA
"J90",1,NA,NA,NA,"Derrame pleural não classificado em outra parte","J90   Derrame pleural NCOP",NA,NA,NA
"J959",1,NA,NA,NA,"Transtornos respiratórios pós-procedimentos não especificados","J95.9 Transt respirat pos-proced NE",NA,NA,NA
"J980",1,NA,NA,NA,"Outras doenças dos brônquios não classificadas em outra parte","J98.0 Outr doenc dos bronquios NCOP",NA,NA,NA
"K041",1,NA,NA,"N","Necrose da polpa","K04.1 Necrose da polpa",NA,NA,NA
"K100",1,NA,NA,"N","Transtornos do desenvolvimento dos maxilares","K10.0 Transt do desenvolv dos maxilares",NA,NA,NA
"K130",1,NA,NA,NA,"Doenças dos lábios","K13.0 Doenc dos labios",NA,NA,NA
"K221",1,NA,NA,NA,"Úlcera do esôfago","K22.1 Ulcera do esofago",NA,NA,NA
"K260",1,NA,NA,NA,"Úlcera duodenal - aguda com hemorragia","K26.0 Aguda c/hemorragia",NA,NA,NA
"K319",1,NA,NA,NA,"Doenças do estômago e do duodeno, sem outra especificação","K31.9 Doenc do estomago e do duodeno SOE",NA,NA,NA
"K350",1,NA,NA,NA,"Apendicite aguda com peritonite generalizada","K35.0 Apendicite aguda c/peritonite generalizada",NA,NA,NA
"K351",1,NA,NA,NA,"Apendicite aguda com abscesso peritonial","K35.1 Apendicite aguda c/abscesso peritonial",NA,NA,NA
"K449",1,NA,NA,NA,"Hérnia diafragmática sem obstrução ou gangrena","K44.9 Hernia diafragmatica s/obstrucao ou gangrena",NA,NA,NA
"K458",1,NA,NA,NA,"Outras hérnias abdominais especificadas, sem obstrução ou gangrena","K45.8 Outr hernias abdom espec s/obstr ou gangrena",NA,NA,NA
"K509",1,NA,NA,NA,"Doença de Crohn de localização não especificada","K50.9 Doenc de Crohn de localiz NE",NA,NA,NA
"K510",1,NA,NA,NA,"Enterocolite ulcerativa (crônica)","K51.0 Enterocolite ulcerativa",NA,NA,NA
"K565",1,NA,NA,NA,"Aderências intestinais (bridas) com obstrução","K56.5 Aderencias intestinais c/obstrucao",NA,NA,NA
"K566",1,NA,NA,NA,"Outras formas de obstrução intestinal, e as não especificadas","K56.6 Outr form de obstrucao intestinal e as NE",NA,NA,NA
"K621",1,NA,NA,NA,"Pólipo retal","K62.1 Polipo retal",NA,NA,NA
"K622",1,NA,NA,NA,"Prolapso anal","K62.2 Prolapso anal",NA,NA,NA
"K623",1,NA,NA,NA,"Prolapso retal","K62.3 Prolapso retal",NA,NA,NA
"K632",1,NA,NA,NA,"Fístula do intestino","K63.2 Fistula do intestino",NA,NA,NA
"K650",1,NA,NA,NA,"Peritonite aguda","K65.0 Peritonite aguda",NA,NA,NA
"K839",1,NA,NA,NA,"Doença das vias biliares, sem outra especificação","K83.9 Doenc das vias biliares SOE",NA,NA,NA
"K910",1,NA,NA,NA,"Vômitos pós-cirurgia gastrointestinal","K91.0 Vomitos pos-cirurgia gastrointestinal",NA,NA,NA
"K919",1,NA,NA,NA,"Transtorno do aparelho digestivo pós procedimento","K91.9 Transt do aparelho digestivo pos proced",NA,NA,NA
"K921",1,NA,NA,NA,"Melena","K92.1 Melena",NA,NA,NA
"K922",1,NA,NA,NA,"Hemorragia gastrointestinal, sem outra especificação","K92.2 Hemorragia gastrointestinal SOE",NA,NA,NA
"L029",1,NA,NA,NA,"Abscesso cutâneo, furúnculo e antraz de localização não especificada","L02.9 Abscesso cutaneo furunculo e antraz loc NE",NA,NA,NA
"L089",1,NA,NA,NA,"Infecção localizada da pele e do tecido subcutâneo, não especificada","L08.9 Infecc localiz pele e do tec subcutaneo NE",NA,NA,NA
"L308",1,NA,NA,"N","Outras dermatites especificadas","L30.8 Outr dermatites espec",NA,NA,NA
"L309",1,NA,NA,"N","Dermatite não especificada","L30.9 Dermatite NE",NA,NA,NA
"L729",1,NA,NA,"N","Cisto folicular, não especificado da pele e do tecido subcutâneo","L72.9 Cisto folicular NE da pele e tec subcutaneo",NA,NA,NA
"L89",1,NA,NA,NA,"Úlcera de decúbito","L89   Ulcera de decubito",NA,NA,NA
"L97",1,NA,NA,NA,"Úlcera dos membros inferiores não classificada em outra parte","L97   Ulcera dos membros infer NCOP",NA,NA,NA
"L988",1,NA,NA,"N","Outras afecções especificadas da pele e do tecido subcutâneo","L98.8 Outr afeccoes espec pele e tec subcutaneo",NA,NA,NA
"M200",1,NA,NA,"N","Deformidade(s) do(s) dedo(s) das mãos","M20.0 Deform de dedos das maos",NA,NA,NA
"M210",1,NA,NA,"N","Deformidade em valgo não classificada em outra parte","M21.0 Deform em valgo NCOP",NA,NA,NA
"M303",1,NA,NA,NA,"Síndrome de linfonodos mucocutâneos [Kawasaki]","M30.3 Sindr de linfonodos mucocutaneos",NA,NA,NA
"M602",1,NA,NA,"N","Granuloma de corpo estranho no tecido mole não classificado em outra parte","M60.2 Granuloma de corpo estranho no tec mole NCOP",NA,NA,NA
"M659",1,NA,NA,"N","Sinovite e tenossinovite não especificadas","M65.9 Sinovite e tenossinovite NE",NA,NA,NA
"M679",1,NA,NA,"N","Transtorno não especificado da sinóvia e do tendão","M67.9 Transt NE da sinovia e do tendao",NA,NA,NA
"M795",1,NA,NA,"N","Corpo estranho residual no tecido mole","M79.5 Corpo estranho residual no tec mole",NA,NA,NA
"M840",1,NA,NA,NA,"Defeito de consolidação da fratura","M84.0 Defeito de consolidacao da frat",NA,NA,NA
"M849",1,NA,NA,NA,"Transtorno não especificado da continuidade do osso","M84.9 Transt NE da continuidade do osso",NA,NA,NA
"N038",1,NA,NA,NA,"Síndrome nefrítica crônica - outras","N03.8 Outr",NA,NA,NA
"N059",1,NA,NA,NA,"Síndrome nefrítica não especificada - não especificada","N05.9 NE",NA,NA,NA
"N079",1,NA,NA,NA,"Nefropatia hereditária não classificada em outra parte - não especificada","N07.9 NE",NA,NA,NA
"N110",1,NA,NA,NA,"Pielonefrite não-obstrutiva crônica associada a refluxo","N11.0 Pielonefrite nao-obstrut cron assoc refluxo",NA,NA,NA
"N158",1,NA,NA,NA,"Outras doenças renais túbulo-intersticiais especificadas","N15.8 Outr doenc renais tubulo-intersticiais espec",NA,NA,NA
"N179",1,NA,NA,NA,"Insuficiência renal aguda não especificada","N17.9 Insuf renal aguda NE",NA,NA,NA
"N200",1,NA,NA,NA,"Calculose do rim","N20.0 Calculose do rim",NA,NA,NA
"N358",1,NA,NA,NA,"Outra estenose (estreitamento) uretral","N35.8 Outr estenose uretral",NA,NA,NA
"N360",1,NA,NA,NA,"Fístula uretral","N36.0 Fistula uretral",NA,NA,NA
"N432",1,NA,"M",NA,"Outra hidrocele","N43.2 Outr hidrocele",NA,NA,NA
"N44",1,NA,"M",NA,"Torção do testículo","N44   Torcao do testiculo",NA,NA,NA
"N450",1,NA,"M",NA,"Orquite, epididimite e epidídimo-orquite, com menção de abscesso","N45.0 Orquite epidid epididimo-orquite c/menc absc",NA,NA,NA
"N481",1,NA,"M",NA,"Balanopostite","N48.1 Balanopostite",NA,NA,NA
"N764",1,NA,"F",NA,"Abscesso vulvar","N76.4 Abscesso vulvar",NA,NA,NA
"O800",1,NA,"F",NA,"Parto espontâneo cefálico","O80.0 Parto espontaneo cefalico",NA,NA,NA
"P000",1,NA,NA,NA,"Feto e recém-nascido afetados por transtornos maternos hipertensivos","P00.0 Fet rec-nasc afet transt mat hipertensivos",NA,NA,NA
"P052",1,NA,NA,NA,"Desnutrição fetal sem menção de peso e comprimento baixos para a idade gestacional","P05.2 Desnutr fet s/menc peso compr baix idad gest",NA,NA,NA
"P081",1,NA,NA,NA,"Outros recém-nascidos grandes para a idade gestacional","P08.1 Outr recem-nascidos grandes p/a idade gestac",NA,NA,NA
"P082",1,NA,NA,NA,"Recém-nascido pós-termo, não-grande para a idade gestacional","P08.2 Recem-nasc pos-termo n-grande idade gest",NA,NA,NA
"P120",1,NA,NA,NA,"Céfalo-hematoma devido a traumatismo de parto","P12.0 Cefalo-hematoma dev traum de parto",NA,NA,NA
"P234",1,NA,NA,NA,"Pneumonia congênita devida a Escherichia coli","P23.4 Pneumonia congen dev Escherichia coli",NA,NA,NA
"P278",1,NA,NA,NA,"Outras doenças respiratórias crônicas originadas no período perinatal","P27.8 Outr doenc respirat cron orig per perinatal",NA,NA,NA
"P284",1,NA,NA,NA,"Outras apnéias do recém-nascido","P28.4 Outr apneias do recem-nascido",NA,NA,NA
"P291",1,NA,NA,NA,"Disritmia cardíaca neonatal","P29.1 Disritmia cardiaca neonatal",NA,NA,NA
"P391",1,NA,NA,NA,"Conjuntivite e dacriocistite neonatais","P39.1 Conjuntivite e dacriocistite neonatais",NA,NA,NA
"P509",1,NA,NA,NA,"Perda sangüínea fetal não especificada","P50.9 Perda sanguinea fetal NE",NA,NA,NA
"P543",1,NA,NA,NA,"Outras hemorragias gastrointestinais do período neonatal","P54.3 Outr hemorrag gastrointest periodo neonatal",NA,NA,NA
"P551",1,NA,NA,NA,"Isoimunização ABO do feto e do recém-nascido","P55.1 Isoimunizacao ABO do feto e do recem-nascido",NA,NA,NA
"P583",1,NA,NA,NA,"Icterícia neonatal devida a policitemia","P58.3 Ictericia neonatal dev policitemia",NA,NA,NA
"P590",1,NA,NA,NA,"Icterícia neonatal associada ao parto prematuro","P59.0 Ictericia neonatal assoc ao parto prematuro",NA,NA,NA
"P593",1,NA,NA,NA,"Icterícia neonatal devida a inibidores do leite materno","P59.3 Ictericia neonatal dev inibidores leite mat",NA,NA,NA
"P611",1,NA,NA,NA,"Policitemia neonatal","P61.1 Policitemia neonatal",NA,NA,NA
"P701",1,NA,NA,NA,"Síndrome do filho de mãe diabética","P70.1 Sindr do filho de mae diabetica",NA,NA,NA
"P703",1,NA,NA,NA,"Hipoglicemia neonatal iatrogênica","P70.3 Hipoglicemia neonatal iatrogenica",NA,NA,NA
"P708",1,NA,NA,NA,"Outros transtornos transitórios do metabolismo dos carboidratos do feto e do recém-nascido","P70.8 Out trans transit metab carboid fet rec-nasc",NA,NA,NA
"P810",1,NA,NA,NA,"Hipertermia ambiental do recém-nascido","P81.0 Hipertermia ambiental do recem-nascido",NA,NA,NA
"P819",1,NA,NA,NA,"Distúrbio não especificado da regulação térmica do recém-nascido","P81.9 Disturbio NE regulacao termica recem-nascido",NA,NA,NA
"P835",1,NA,NA,NA,"Hidrocele congênita","P83.5 Hidrocele congen",NA,NA,NA
"P922",1,NA,NA,NA,"Alimentação vagarosa do recém-nascido","P92.2 Alimentacao vagarosa do recem-nascido",NA,NA,NA
"P929",1,NA,NA,NA,"Problema não especificado de alimentação do recém-nascido","P92.9 Problema NE de alimentacao do recem-nascido",NA,NA,NA
"P968",1,NA,NA,NA,"Outras afecções especificadas originadas no período perinatal","P96.8 Outr afeccoes espec orig periodo perinatal",NA,NA,NA
"Q038",1,NA,NA,NA,"Outra hidrocefalia congênita","Q03.8 Outr hidrocefalia congen",NA,NA,NA
"Q049",1,NA,NA,NA,"Malformação congênita não especificada do encéfalo","Q04.9 Malformacao congen NE do encefalo",NA,NA,NA
"Q057",1,NA,NA,NA,"Espinha bífida lombar, sem hidrocefalia","Q05.7 Espinha bifida lombar s/hidrocefalia",NA,NA,NA
"Q078",1,NA,NA,NA,"Outras malformações congênitas especificadas do sistema nervoso","Q07.8 Outr malformacoes congen espec sist nervoso",NA,NA,NA
"Q120",1,NA,NA,"N","Catarata congênita","Q12.0 Catarata congen",NA,NA,NA
"Q178",1,NA,NA,"N","Outras malformações congênitas especificadas da orelha","Q17.8 Outr malformacoes congen espec da orelha",NA,NA,NA
"Q179",1,NA,NA,"N","Malformação congênita não especificada da orelha","Q17.9 Malformacao congen NE da orelha",NA,NA,NA
"Q181",1,NA,NA,"N","Seio, fístula e cisto pré-auricular","Q18.1 Seio fistula e cisto pre-auricular",NA,NA,NA
"Q204",1,NA,NA,NA,"Ventrículo com dupla via de entrada","Q20.4 Ventriculo c/dupla via de entrada",NA,NA,NA
"Q208",1,NA,NA,NA,"Outras malformações congênitas das câmaras e das comunicações cardíacas","Q20.8 Outr malform congen camaras e comunic card",NA,NA,NA
"Q211",1,NA,NA,NA,"Comunicação interatrial","Q21.1 Comunicacao interatrial",NA,NA,NA
"Q212",1,NA,NA,NA,"Comunicação atrioventricular","Q21.2 Comunicacao atrioventricular",NA,NA,NA
"Q218",1,NA,NA,NA,"Outras malformações congênitas dos septos cardíacos","Q21.8 Outr malformacoes congen septos cardiacos",NA,NA,NA
"Q221",1,NA,NA,NA,"Estenose congênita da valva pulmonar","Q22.1 Estenose congen da valva pulmonar",NA,NA,NA
"Q225",1,NA,NA,NA,"Anomalia de Ebstein","Q22.5 Anomalia de Ebstein",NA,NA,NA
"Q228",1,NA,NA,NA,"Outras malformações congênitas da valva tricúspide","Q22.8 Outr malformacoes congen da valva tricuspide",NA,NA,NA
"Q251",1,NA,NA,NA,"Coartação da aorta","Q25.1 Coartacao da aorta",NA,NA,NA
"Q254",1,NA,NA,NA,"Outras malformações congênitas da aorta","Q25.4 Outr malformacoes congen da aorta",NA,NA,NA
"Q256",1,NA,NA,NA,"Estenose da artéria pulmonar","Q25.6 Estenose da arteria pulmonar",NA,NA,NA
"Q273",1,NA,NA,NA,"Malformação artério-venosa periférica","Q27.3 Malformacao arterio-venosa periferica",NA,NA,NA
"Q279",1,NA,NA,NA,"Malformação congênita não especificada do sistema vascular periférico","Q27.9 Malformacao congen NE do sist vasc perif",NA,NA,NA
"Q288",1,NA,NA,NA,"Outras malformações congênitas especificadas do aparelho circulatório","Q28.8 Outr malform congen espec aparelho circulat",NA,NA,NA
"Q289",1,NA,NA,NA,"Malformação congênita não especificada do aparelho circulatório","Q28.9 Malform congen NE do aparelho circulatorio",NA,NA,NA
"Q303",1,NA,NA,NA,"Perfuração congênita do septo nasal","Q30.3 Perfuracao congen do septo nasal",NA,NA,NA
"Q320",1,NA,NA,NA,"Traqueomalácia congênita","Q32.0 Traqueomalacia congen",NA,NA,NA
"Q339",1,NA,NA,NA,"Malformação congênita não especificada do pulmão","Q33.9 Malformacao congen NE do pulmao",NA,NA,NA
"Q355",1,NA,NA,NA,"Fenda do palato duro com fenda do palato mole","Q35.5 Fenda do palato duro c/fenda do palato mole",NA,NA,NA
"Q369",1,NA,NA,NA,"Fenda labial unilateral","Q36.9 Fenda labial unilateral",NA,NA,NA
"Q374",1,NA,NA,NA,"Fenda dos palatos duro e mole com fenda labial bilateral","Q37.4 Fenda palatos duro mole c/fenda labial bilat",NA,NA,NA
"Q375",1,NA,NA,NA,"Fenda dos palatos duro e mole com fenda labial unilateral","Q37.5 Fenda palatos duro mole c/fend labial unilat",NA,NA,NA
"Q380",1,NA,NA,NA,"Malformações congênitas dos lábios, não classificadas em outra parte","Q38.0 Malformacoes congen dos labios NCOP",NA,NA,NA
"Q390",1,NA,NA,NA,"Atresia de esôfago, sem fístula","Q39.0 Atresia de esofago s/fistula",NA,NA,NA
"Q391",1,NA,NA,NA,"Atresia de esôfago, com fístula traqueoesofágica","Q39.1 Atresia esofago c/fistula traqueoesofagica",NA,NA,NA
"Q423",1,NA,NA,NA,"Ausência, atresia e estenose congênita do ânus, sem fístula","Q42.3 Ausencia atresia estenose congen anus s/fist",NA,NA,NA
"Q430",1,NA,NA,NA,"Divertículo de Meckel","Q43.0 Diverticulo de Meckel",NA,NA,NA
"Q431",1,NA,NA,NA,"Doença de Hirschsprung","Q43.1 Doenc de Hirschsprung",NA,NA,NA
"Q439",1,NA,NA,NA,"Malformação congênita não especificada do intestino","Q43.9 Malformacao congen NE do intestino",NA,NA,NA
"Q442",1,NA,NA,NA,"Atresia das vias biliares","Q44.2 Atresia das vias biliares",NA,NA,NA
"Q444",1,NA,NA,NA,"Cisto do colédoco","Q44.4 Cisto do coledoco",NA,NA,NA
"Q539",1,NA,"M",NA,"Testículo não-descido, não especificado","Q53.9 Testiculo nao-descido NE",NA,NA,NA
"Q548",1,NA,"M",NA,"Outras hipospádias","Q54.8 Outr hipospadias",NA,NA,NA
"Q602",1,NA,NA,NA,"Agenesia renal não especificada","Q60.2 Agenesia renal NE",NA,NA,NA
"Q620",1,NA,NA,NA,"Hidronefrose congênita","Q62.0 Hidronefrose congen",NA,NA,NA
