"DIAG_PRINC","n","CLASSIF","RESTRSEXO","CAUSAOBITO","DESCRICAO","DESCRABREV","REFER","EXCLUIDOS","...9"
"Q540",2,NA,"M",NA,"Hipospádia balânica","Q54.0 Hipospadia balanica",NA,NA,NA
"Q660",2,NA,NA,"N","Pé torto eqüinovaro","Q66.0 Pe torto equinovaro",NA,NA,NA
"Q669",2,NA,NA,"N","Deformidade congênita não especificada do pé","Q66.9 Deform congen NE do pe",NA,NA,NA
"R074",2,NA,NA,NA,"Dor torácica, não especificada","R07.4 Dor toracica NE",NA,NA,NA
"R13",2,NA,NA,NA,"Disfagia","R13   Disfagia",NA,NA,NA
"S422",2,NA,NA,NA,"Fratura da extremidade superior do úmero","S42.2 Frat da extremidade super do umero",NA,NA,NA
"S523",2,NA,NA,NA,"Fratura da diáfise do rádio","S52.3 Frat da diafise do radio",NA,NA,NA
"S524",2,NA,NA,NA,"Fratura das diáfises do rádio e do cúbito [ulna]","S52.4 Frat das diafises do radio e do cubito",NA,NA,NA
"S525",2,NA,NA,NA,"Fratura da extremidade distal do rádio","S52.5 Frat da extremidade distal do radio",NA,NA,NA
"T202",2,NA,NA,NA,"Queimadura de segundo grau da cabeça e do pescoço","T20.2 Queim de 2.grau da cabeca e do pescoco",NA,NA,NA
"T210",2,NA,NA,NA,"Queimadura do tronco, grau não especificado","T21.0 Queim do tronco grau NE",NA,NA,NA
"T230",2,NA,NA,NA,"Queimadura do punho e da mão, grau não especificado","T23.0 Queim do punho e da mao grau NE",NA,NA,NA
"T310",2,NA,NA,NA,"Queimaduras envolvendo menos de 10% da superfície corporal","T31.0 Queim envolv menos de 10% da superf corporal",NA,NA,NA
"T653",2,NA,NA,NA,"Efeito tóxico de nitroderivados e aminoderivados do benzeno e seus homólogos","T65.3 Nitroderiv aminoderiv benzeno seus homologos",NA,NA,NA
"T813",2,NA,NA,NA,"Deiscência de ferida cirúrgica não classificada em outra parte","T81.3 Deiscencia de ferida cirurgica NCOP",NA,NA,NA
"T818",2,NA,NA,NA,"Outras complicações de procedimentos não classificadas em outra parte","T81.8 Outr complic de proced NCOP",NA,NA,NA
"Z431",2,NA,NA,NA,"Cuidados à gastrostomia","Z43.1 Cuidados a gastrostomia",NA,NA,NA
"Z988",2,NA,NA,NA,"Outros estados pós-cirúrgicos especificados","Z98.8 Outr estados pos-cirurgicos espec",NA,NA,NA
"A370",1,NA,NA,NA,"Coqueluche por Bordetella pertussis","A37.0 Coqueluche p/Bordetella pertussis",NA,NA,NA
"A418",1,NA,NA,NA,"Outras septicemias especificadas","A41.8 Outr septicemias espec",NA,NA,NA
"A46",1,NA,NA,NA,"Erisipela","A46   Erisipela",NA,NA,NA
"A492",1,NA,NA,NA,"Infecção por Haemophilus influenzae de localização não especificada","A49.2 Infecc p/Haemophilus influenzae localiz NE",NA,NA,NA
"A500",1,NA,NA,NA,"Sífilis congênita precoce sintomática","A50.0 Sifilis congen precoce sintomatica",NA,NA,NA
"A878",1,NA,NA,NA,"Outras meningites virais","A87.8 Outr meningites virais",NA,NA,NA
"B028",1,NA,NA,NA,"Herpes zoster com outras complicações","B02.8 Herpes zoster c/outr complic",NA,NA,NA
"B082",1,NA,NA,NA,"Exantema súbito [sexta doença]","B08.2 Exantema subito",NA,NA,NA
"B083",1,NA,NA,NA,"Eritema infeccioso [quinta doença]","B08.3 Eritema infecc",NA,NA,NA
"B09",1,NA,NA,NA,"Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas","B09   Inf viral NE caract p/lesoes pele membr muco",NA,NA,NA
"B269",1,NA,NA,NA,"Caxumba [parotidite epidêmica] sem complicações","B26.9 Caxumba s/complic",NA,NA,NA
"B338",1,NA,NA,NA,"Outras doenças especificadas por vírus","B33.8 Outr doenc espec p/virus",NA,NA,NA
"B349",1,NA,NA,NA,"Infecção viral não especificada","B34.9 Infecc viral NE",NA,NA,NA
"B955",1,NA,NA,NA,"Estreptococo não especificado, como causa de doenças classificadas em outros capítulos","B95.5 Estreptococo NE causa doenc class outr cap",NA,NA,NA
"B958",1,NA,NA,NA,"Estafilococo não especificado, como causa de doenças classificadas em outros capítulos","B95.8 Estafilococo NE causa doenc class outr cap",NA,NA,NA
"C068",1,NA,NA,NA,"Neoplasia maligna de outras partes e de partes não especificadas da boca com lesão invasiva","C06.8 Lesao invasiva outr partes e partes NE boca",NA,NA,NA
"C479",1,NA,NA,NA,"Neoplasia maligna dos nervos periféricos e sistema nervoso autônomo, não especificados","C47.9 Nervos perifericos e sist nerv autonomo NE",NA,NA,NA
"C64",1,NA,NA,NA,"Neoplasia maligna do rim, exceto pelve renal","C64   Neopl malig do rim exceto pelve renal",NA,NA,NA
"C696",1,NA,NA,NA,"Neoplasia maligna da órbita","C69.6 Orbita",NA,NA,NA
"C717",1,NA,NA,NA,"Neoplasia maligna do tronco cerebral","C71.7 Tronco cerebral",NA,NA,NA
"C740",1,NA,NA,NA,"Neoplasia maligna do córtex da supra-renal","C74.0 Cortex da supra-renal",NA,NA,NA
"D013",1,NA,NA,NA,"Carcinoma in situ do ânus e canal anal","D01.3 Anus e canal anal",NA,NA,NA
"D143",1,NA,NA,NA,"Neoplasia benigna dos brônquios e pulmão","D14.3 Bronquios e pulmao",NA,NA,NA
"D152",1,NA,NA,NA,"Neoplasia benigna do mediastino","D15.2 Mediastino",NA,NA,NA
"D181",1,NA,NA,NA,"Linfangioma de qualquer localização","D18.1 Linfangioma de qualquer localiz",NA,NA,NA
"D479",1,NA,NA,NA,"Neoplasia de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos, não especificada","D47.9 Neop comp inc/des tec linf hemat tec corr NE",NA,NA,NA
"D580",1,NA,NA,NA,"Esferocitose hereditária","D58.0 Esferocitose hereditaria",NA,NA,NA
"D610",1,NA,NA,NA,"Anemia aplástica constitucional","D61.0 Anemia aplastica constitucional",NA,NA,NA
"D638",1,"*",NA,NA,"Anemia em outras doenças classificadas em outra parte","D63.8 Anemia em outr doenc COP",NA,NA,NA
"D66",1,NA,NA,NA,"Deficiência hereditária do fator VIII","D66   Defic hereditaria do fator VIII",NA,NA,NA
"D690",1,NA,NA,NA,"Púrpura alérgica","D69.0 Purpura alergica",NA,NA,NA
"D728",1,NA,NA,NA,"Outros transtornos especificados dos glóbulos brancos","D72.8 Outr transt espec dos globulos brancos",NA,NA,NA
"D738",1,NA,NA,NA,"Outras doenças do baço","D73.8 Outr doenc do baco",NA,NA,NA
"D758",1,NA,NA,NA,"Outras doenças especificadas do sangue e dos órgãos hematopoéticos","D75.8 Outr doenc espec sangue e org hematopoeticos",NA,NA,NA
"D759",1,NA,NA,NA,"Doença não especificada do sangue e dos órgãos hematopoéticos","D75.9 Doenc NE do sangue e orgaos hematopoeticos",NA,NA,NA
"E101",1,NA,NA,NA,"Diabetes mellitus insulino-dependente - com cetoacidose","E10.1 C/cetoacidose",NA,NA,NA
"E108",1,NA,NA,NA,"Diabetes mellitus insulino-dependente - com complicações não especificadas","E10.8 C/compl NE",NA,NA,NA
"E141",1,NA,NA,NA,"Diabetes mellitus não especificado - com cetoacidose","E14.1 C/cetoacidose",NA,NA,NA
"E149",1,NA,NA,NA,"Diabetes mellitus não especificado - sem complicações","E14.9 S/complic",NA,NA,NA
"E440",1,NA,NA,NA,"Desnutrição protéico-calórica moderada","E44.0 Desnutric proteico-calorica moderada",NA,NA,NA
"E46",1,NA,NA,NA,"Desnutrição protéico-calórica não especificada","E46   Desnutric proteico-calorica NE",NA,NA,NA
"E835",1,NA,NA,NA,"Distúrbios do metabolismo do cálcio","E83.5 Disturbios do metabolismo do calcio",NA,NA,NA
"E840",1,NA,NA,NA,"Fibrose cística com manifestações pulmonares","E84.0 Fibrose cistica c/manifestacoes pulmonares",NA,NA,NA
"E870",1,NA,NA,NA,"Hiperosmolaridade e hipernatremia","E87.0 Hiperosmolaridade e hipernatremia",NA,NA,NA
"G000",1,NA,NA,NA,"Meningite por Haemophilus","G00.0 Meningite p/Haemophilus",NA,NA,NA
"G009",1,NA,NA,NA,"Meningite bacteriana não especificada","G00.9 Meningite bacter NE",NA,NA,NA
"G049",1,NA,NA,NA,"Encefalite, mielite e encefalomielite não especificada","G04.9 Encefalite mielite e encefalomielite NE",NA,NA,NA
"G404",1,NA,NA,NA,"Outras epilepsias e síndromes epilépticas generalizadas","G40.4 Outr epilepsias e sindr epilepticas gener",NA,NA,NA
"G406",1,NA,NA,NA,"Crise de grande mal, não especificada (com ou sem pequeno mal)","G40.6 Crise de grande mal NE",NA,NA,NA
"G419",1,NA,NA,NA,"Estado de mal epiléptico, não especificado","G41.9 Estado de mal epileptico NE",NA,NA,NA
"G589",1,NA,NA,NA,"Mononeuropatia não especificada","G58.9 Mononeuropatia NE",NA,NA,NA
"G619",1,NA,NA,NA,"Polineuropatia inflamatória não especificada","G61.9 Polineuropatia inflam NE",NA,NA,NA
"G802",1,NA,NA,NA,"Paralisia cerebral hemiplégica espástica","G80.2 Paralisia cerebral hemiplégica espástica",NA,NA,NA
"G910",1,NA,NA,NA,"Hidrocefalia comunicante","G91.0 Hidrocefalia comunicante",NA,NA,NA
"G911",1,NA,NA,NA,"Hidrocefalia obstrutiva","G91.1 Hidrocefalia obstrutiva",NA,NA,NA
"G934",1,NA,NA,NA,"Encefalopatia não especificada","G93.4 Encefalopatia NE",NA,NA,NA
"G942",1,"*",NA,NA,"Hidrocefalia em outras doenças classificadas em outra parte","G94.2 Hidrocefalia em outr doenc COP",NA,NA,NA
"H024",1,NA,NA,"N","Ptose da pálpebra","H02.4 Ptose da palpebra",NA,NA,NA
"H158",1,NA,NA,"N","Outros transtornos da esclerótica","H15.8 Outr transt da esclerotica",NA,NA,NA
"H258",1,NA,NA,"N","Outras cataratas senis","H25.8 Outr cataratas senis",NA,NA,NA
"H260",1,NA,NA,"N","Catarata infantil, juvenil e pré-senil","H26.0 Catarata infantil juvenil e pre-senil",NA,NA,NA
"H409",1,NA,NA,"N","Glaucoma não especificado","H40.9 Glaucoma NE",NA,NA,NA
"H448",1,NA,NA,NA,"Outros transtornos do globo ocular","H44.8 Outr transt do globo ocular",NA,NA,NA
"H602",1,NA,NA,"N","Otite externa maligna","H60.2 Otite externa maligna",NA,NA,NA
"H628",1,"*",NA,NA,"Outros transtornos do ouvido externo em doenças classificadas em outra parte","H62.8 Outr transt do ouvido externo em doenc COP",NA,NA,NA
"H651",1,NA,NA,NA,"Outras otites médias agudas não-supurativas","H65.1 Outr otites medias agudas nao-supurativas",NA,NA,NA
"H758",1,"*",NA,NA,"Outros transtornos especificados do ouvido médio e da mastóide em doenças classificadas em outra parte","H75.8 Outr transt espec ouv med mastoide doenc COP",NA,NA,NA
"H903",1,NA,NA,"N","Perda de audição bilateral neuro-sensorial","H90.3 Perda de audicao bilateral neuro-sensorial",NA,NA,NA
"H905",1,NA,NA,"N","Perda de audição neuro-sensorial não especificada","H90.5 Perda de audicao neuro-sensorial NE",NA,NA,NA
"I319",1,NA,NA,NA,"Doença não especificada do pericárdio","I31.9 Doenc NE do pericardio",NA,NA,NA
"I420",1,NA,NA,NA,"Cardiomiopatia dilatada","I42.0 Cardiomiopatia dilatada",NA,NA,NA
"I428",1,NA,NA,NA,"Outras cardiomiopatias","I42.8 Outr cardiomiopatias",NA,NA,NA
"I442",1,NA,NA,NA,"Bloqueio atrioventricular total","I44.2 Bloqueio atrioventricular total",NA,NA,NA
"I490",1,NA,NA,NA,"Flutter"" e fibrilação ventricular","I49.0 Flutter e fibrilacao ventricular",NA,NA,NA
"I500",1,NA,NA,NA,"Insuficiência cardíaca congestiva","I50.0 Insuf cardiaca congestiva",NA,NA,NA
"I509",1,NA,NA,NA,"Insuficiência cardíaca não especificada","I50.9 Insuf cardiaca NE",NA,NA,NA
"I516",1,NA,NA,NA,"Doença cardiovascular não especificada","I51.6 Doenc cardiovascular NE",NA,NA,NA
"I618",1,NA,NA,NA,"Outras hemorragias intracerebrais","I61.8 Outr hemorragias intracerebrais",NA,NA,NA
"I64",1,NA,NA,NA,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico","I64   Acid vasc cerebr NE como hemorrag isquemico",NA,NA,NA
"I739",1,NA,NA,NA,"Doenças vasculares periféricas não especificada","I73.9 Doenc vasculares perifericas NE",NA,NA,NA
"I81",1,NA,NA,NA,"Trombose da veia porta","I81   Trombose da veia porta",NA,NA,NA
"I889",1,NA,NA,NA,"Linfadenite não especificada","I88.9 Linfadenite NE",NA,NA,NA
"I899",1,NA,NA,NA,"Transtornos não-infecciosos dos vasos linfáticos e dos gânglios linfáticos, não especificados","I89.9 Transt nao-infecc vasos linf gangl linf NE",NA,NA,NA
"J019",1,NA,NA,NA,"Sinusite aguda não especificada","J01.9 Sinusite aguda NE",NA,NA,NA
"J030",1,NA,NA,NA,"Amigdalite estreptocócica","J03.0 Amigdalite estreptococica",NA,NA,NA
"J128",1,NA,NA,NA,"Outras pneumonias virais","J12.8 Outr pneumonias virais",NA,NA,NA
"J13",1,NA,NA,NA,"Pneumonia devida a Streptococcus pneumoniae","J13   Pneumonia dev Streptococcus pneumoniae",NA,NA,NA
"J158",1,NA,NA,NA,"Outras pneumonias bacterianas","J15.8 Outr pneumonias bacter",NA,NA,NA
"J181",1,NA,NA,NA,"Pneumonia lobar não especificada","J18.1 Pneumonia lobar NE",NA,NA,NA
"J208",1,NA,NA,NA,"Bronquite aguda devida a outros microorganismos especificados","J20.8 Bronquite aguda dev outr microorg espec",NA,NA,NA
"J343",1,NA,NA,NA,"Hipertrofia dos cornetos nasais","J34.3 Hipertrofia dos cornetos nasais",NA,NA,NA
"J348",1,NA,NA,NA,"Outros transtornos especificados do nariz e dos seios paranasais","J34.8 Outr transt espec nariz e seios paranasais",NA,NA,NA
"J381",1,NA,NA,NA,"Pólipo das cordas vocais e da laringe","J38.1 Polipo das cordas vocais e da laringe",NA,NA,NA
"J391",1,NA,NA,NA,"Outros abscessos da faringe","J39.1 Outr abscessos da faringe",NA,NA,NA
"J42",1,NA,NA,NA,"Bronquite crônica não especificada","J42   Bronquite cronica NE",NA,NA,NA
"J440",1,NA,NA,NA,"Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior","J44.0 Doen pulm obs cron c/inf resp ag tr resp inf",NA,NA,NA
"J449",1,NA,NA,NA,"Doença pulmonar obstrutiva crônica não especificada","J44.9 Doenc pulmonar obstrutiva cronica NE",NA,NA,NA
"J47",1,NA,NA,NA,"Bronquectasia","J47   Bronquectasia",NA,NA,NA
"J690",1,NA,NA,NA,"Pneumonite devida a alimento ou vômito","J69.0 Pneumonite dev alimento ou vomito",NA,NA,NA
"J90",1,NA,NA,NA,"Derrame pleural não classificado em outra parte","J90   Derrame pleural NCOP",NA,NA,NA
"J91",1,"*",NA,NA,"Derrame pleural em afecções classificadas em outra parte","J91   Derrame pleural em afeccoes COP",NA,NA,NA
"J950",1,NA,NA,NA,"Mau funcionamento de traqueostomia","J95.0 Mau funcionamento de traqueostomia",NA,NA,NA
"J955",1,NA,NA,NA,"Estenose subglótica pós-procedimento","J95.5 Estenose subglotica pos-proced",NA,NA,NA
"J984",1,NA,NA,NA,"Outros transtornos pulmonares","J98.4 Outr transt pulmonares",NA,NA,NA
"K046",1,NA,NA,"N","Abscesso periapical com fístula","K04.6 Abscesso periapical c/fistula",NA,NA,NA
"K148",1,NA,NA,"N","Outras doenças da língua","K14.8 Outr doenc da lingua",NA,NA,NA
"K210",1,NA,NA,NA,"Doença de refluxo gastroesofágico com esofagite","K21.0 Doenc de refluxo gastroesofagico c/esofagite",NA,NA,NA
"K251",1,NA,NA,NA,"Úlcera gástrica - aguda com perfuração","K25.1 Aguda c/perfuracao",NA,NA,NA
"K297",1,NA,NA,NA,"Gastrite não especificada","K29.7 Gastrite NE",NA,NA,NA
"K318",1,NA,NA,NA,"Outras doenças especificadas do estômago e do duodeno","K31.8 Outr doenc espec do estomago e do duodeno",NA,NA,NA
"K319",1,NA,NA,NA,"Doenças do estômago e do duodeno, sem outra especificação","K31.9 Doenc do estomago e do duodeno SOE",NA,NA,NA
"K351",1,NA,NA,NA,"Apendicite aguda com abscesso peritonial","K35.1 Apendicite aguda c/abscesso peritonial",NA,NA,NA
"K420",1,NA,NA,NA,"Hérnia umbilical com obstrução, sem gangrena","K42.0 Hernia umbilical c/obstrucao s/gangrena",NA,NA,NA
"K421",1,NA,NA,NA,"Hérnia umbilical com gangrena","K42.1 Hernia umbilical c/gangrena",NA,NA,NA
"K501",1,NA,NA,NA,"Doença de Crohn do intestino grosso","K50.1 Doenc de Crohn do intestino grosso",NA,NA,NA
"K550",1,NA,NA,NA,"Transtornos vasculares agudos do intestino","K55.0 Transt vasculares agudos do intestino",NA,NA,NA
"K566",1,NA,NA,NA,"Outras formas de obstrução intestinal, e as não especificadas","K56.6 Outr form de obstrucao intestinal e as NE",NA,NA,NA
"K590",1,NA,NA,NA,"Constipação","K59.0 Constipacao",NA,NA,NA
"K593",1,NA,NA,NA,"Megacólon não classificado em outra parte","K59.3 Megacolon NCOP",NA,NA,NA
"K598",1,NA,NA,NA,"Outros transtornos funcionais especificados do intestino","K59.8 Outr transt funcionais espec do intestino",NA,NA,NA
"K599",1,NA,NA,NA,"Transtorno intestinal funcional, não especificado","K59.9 Transt intestinal funcional NE",NA,NA,NA
"K603",1,NA,NA,NA,"Fístula anal","K60.3 Fistula anal",NA,NA,NA
"K623",1,NA,NA,NA,"Prolapso retal","K62.3 Prolapso retal",NA,NA,NA
"K632",1,NA,NA,NA,"Fístula do intestino","K63.2 Fistula do intestino",NA,NA,NA
"K639",1,NA,NA,NA,"Doença do intestino, sem outra especificação","K63.9 Doenc do intestino SOE",NA,NA,NA
"K710",1,NA,NA,NA,"Doença hepática tóxica com colestase","K71.0 Doenc hepatica toxica c/colestase",NA,NA,NA
"K805",1,NA,NA,NA,"Calculose de via biliar sem colangite ou colecistite","K80.5 Calculose via biliar s/colangite colecistite",NA,NA,NA
"K808",1,NA,NA,NA,"Outras colelitíases","K80.8 Outr colelitiases",NA,NA,NA
"K819",1,NA,NA,NA,"Colecistite, sem outra especificação","K81.9 Colecistite SOE",NA,NA,NA
"K830",1,NA,NA,NA,"Colangite","K83.0 Colangite",NA,NA,NA
"K831",1,NA,NA,NA,"Obstrução de via biliar","K83.1 Obstrucao de via biliar",NA,NA,NA
"K938",1,"*",NA,NA,"Transtornos de outros órgãos digestivos especificados em doenças classificadas em outra parte","K93.8 Transt outr org digestivos espec doenc COP",NA,NA,NA
"L033",1,NA,NA,NA,"Celulite do tronco","L03.3 Celulite do tronco",NA,NA,NA
"L039",1,NA,NA,NA,"Celulite não especificada","L03.9 Celulite NE",NA,NA,NA
"L059",1,NA,NA,"N","Cisto pilonidal sem abscesso","L05.9 Cisto pilonidal s/abscesso",NA,NA,NA
"L239",1,NA,NA,"N","Dermatite alérgica de contato, de causa não especificada","L23.9 Dermatite alergica de contato de causa NE",NA,NA,NA
"L270",1,NA,NA,NA,"Erupção cutânea generalizada devida a drogas e medicamentos","L27.0 Erupcao cutanea generaliz dev drogas medic",NA,NA,NA
"L282",1,NA,NA,"N","Outras formas de prurigo","L28.2 Outr form de prurigo",NA,NA,NA
"L308",1,NA,NA,"N","Outras dermatites especificadas","L30.8 Outr dermatites espec",NA,NA,NA
"L309",1,NA,NA,"N","Dermatite não especificada","L30.9 Dermatite NE",NA,NA,NA
"L600",1,NA,NA,"N","Unha encravada","L60.0 Unha encravada",NA,NA,NA
"L728",1,NA,NA,"N","Outras formas de cistos foliculares da pele e do tecido subcutâneo","L72.8 Outr form cistos foliculares pele tec subcut",NA,NA,NA
"L910",1,NA,NA,"N","Cicatriz quelóide","L91.0 Cicatriz queloide",NA,NA,NA
"M000",1,NA,NA,NA,"Artrite e pioliartrite estafilocócicas","M00.0 Artrite e pioliartrite estafilococicas",NA,NA,NA
"M139",1,NA,NA,NA,"Artrite não especificada","M13.9 Artrite NE",NA,NA,NA
"M241",1,NA,NA,"N","Outros transtornos das cartilagens articulares","M24.1 Outr transt das cartilagens articulares",NA,NA,NA
"M254",1,NA,NA,"N","Derrame articular","M25.4 Derrame articular",NA,NA,NA
"M600",1,NA,NA,"N","Miosite infecciosa","M60.0 Miosite infecc",NA,NA,NA
"M608",1,NA,NA,"N","Outras miosites","M60.8 Outr miosites",NA,NA,NA
"M658",1,NA,NA,"N","Outras sinovites e tenossinovites","M65.8 Outr sinovites e tenossinovites",NA,NA,NA
"M688",1,"*",NA,NA,"Outros transtornos de sinóvias e de tendões em doenças classificadas em outra parte","M68.8 Outr transt sinovias e tendoes em doenc COP",NA,NA,NA
"M842",1,NA,NA,NA,"Atraso de consolidação de fratura","M84.2 Atraso de consolidacao de frat",NA,NA,NA
"M861",1,NA,NA,NA,"Outra osteomielite aguda","M86.1 Outr osteomielite aguda",NA,NA,NA
"N008",1,NA,NA,NA,"Síndrome nefrítica aguda - outras","N00.8 Outr",NA,NA,NA
"N009",1,NA,NA,NA,"Síndrome nefrítica aguda - não especificada","N00.9 NE",NA,NA,NA
"N042",1,NA,NA,NA,"Síndrome nefrótica - glomerulonefrite membranosa difusa","N04.2 Glomerulonefrite membranosa difusa",NA,NA,NA
"N057",1,NA,NA,NA,"Síndrome nefrítica não especificada - glomerulonefrite difusa em crescente","N05.7 Glomerulonefrite difusa em crescente",NA,NA,NA
"N133",1,NA,NA,NA,"Outras hidronefroses e as não especificadas","N13.3 Outr hidronefroses e as NE",NA,NA,NA
"N137",1,NA,NA,NA,"Uropatia associada a refluxo vésico-ureteral","N13.7 Uropatia assoc a refluxo vesico-ureteral",NA,NA,NA
"N151",1,NA,NA,NA,"Abscesso renal e perinefrético","N15.1 Abscesso renal e perinefretico",NA,NA,NA
"N188",1,NA,NA,NA,"Outra insuficiência renal crônica","N18.8 Outr insuf renal cronica",NA,NA,NA
"N258",1,NA,NA,NA,"Outros transtornos resultantes de função renal tubular alterada","N25.8 Outr transt result func renal tubular alter",NA,NA,NA
"N288",1,NA,NA,NA,"Outros transtornos especificados do rim e do ureter","N28.8 Outr transt espec do rim e do ureter",NA,NA,NA
"N308",1,NA,NA,NA,"Outras cistites","N30.8 Outr cistites",NA,NA,NA
"N309",1,NA,NA,NA,"Cistite, não especificada","N30.9 Cistite NE",NA,NA,NA
"N318",1,NA,NA,NA,"Outra disfunção neuromuscular da bexiga","N31.8 Outr disfuncao neuromuscular da bexiga",NA,NA,NA
"N328",1,NA,NA,NA,"Outros transtornos especificados da bexiga","N32.8 Outr transt espec da bexiga",NA,NA,NA
"N338",1,"*",NA,NA,"Transtornos da bexiga em outras doenças classificadas em outra parte","N33.8 Transt da bexiga em outr doenc COP",NA,NA,NA
"N359",1,NA,NA,NA,"Estenose (estreitamento) uretral não especificada(o)","N35.9 Estenose uretral NE",NA,NA,NA
"N368",1,NA,NA,NA,"Outros transtornos especificados da uretra","N36.8 Outr transt espec da uretra",NA,NA,NA
"N378",1,"*",NA,NA,"Outros transtornos da uretra em doenças classificadas em outra parte","N37.8 Outr transt da uretra em doenc COP",NA,NA,NA
"N391",1,NA,NA,NA,"Proteinúria persistente não especificada","N39.1 Proteinuria persistente NE",NA,NA,NA
"N430",1,NA,"M",NA,"Hidrocele encistada","N43.0 Hidrocele encistada",NA,NA,NA
"N481",1,NA,"M",NA,"Balanopostite","N48.1 Balanopostite",NA,NA,NA
"N488",1,NA,"M",NA,"Outros transtornos especificados do pênis","N48.8 Outr transt espec do penis",NA,NA,NA
"N830",1,NA,"F",NA,"Cisto folicular do ovário","N83.0 Cisto folicular do ovario",NA,NA,NA
"N907",1,NA,"F","N","Cisto vulvar","N90.7 Cisto vulvar",NA,NA,NA
"O800",1,NA,"F",NA,"Parto espontâneo cefálico","O80.0 Parto espontaneo cefalico",NA,NA,NA
"P044",1,NA,NA,NA,"Feto e recém-nascido afetados pelo uso de drogas que causam dependência pela mãe","P04.4 Fet rec-nasc afet uso drogaq causam dep mae",NA,NA,NA
"P238",1,NA,NA,NA,"Pneumonia congênita devida a outros organismos","P23.8 Pneumonia congen dev outr organismos",NA,NA,NA
"P241",1,NA,NA,NA,"Aspiração neonatal de líquido amniótico e muco","P24.1 Aspiracao neonatal liquido amniotico e muco",NA,NA,NA
"P278",1,NA,NA,NA,"Outras doenças respiratórias crônicas originadas no período perinatal","P27.8 Outr doenc respirat cron orig per perinatal",NA,NA,NA
"P289",1,NA,NA,NA,"Afecção respiratória do recém-nascido, não especificada","P28.9 Afeccao respirat do recem-nascido NE",NA,NA,NA
"P358",1,NA,NA,NA,"Outras doenças virais congênitas","P35.8 Outr doenc virais congen",NA,NA,NA
"P368",1,NA,NA,NA,"Outras septicemias bacterianas do recém-nascido","P36.8 Outr septicemias bacter do recem-nascido",NA,NA,NA
"P378",1,NA,NA,NA,"Outras doenças infecciosas e parasitárias congênitas especificadas","P37.8 Outr doenc infecc e parasit congen espec",NA,NA,NA
"P392",1,NA,NA,NA,"Infecção intra-amniótica do feto não classificada em outra parte","P39.2 Infecc intra-amniotica do feto NCOP",NA,NA,NA
"P519",1,NA,NA,NA,"Hemorragia umbilical do recém-nascido, não especificada","P51.9 Hemorragia umbilical do recem-nascido NE",NA,NA,NA
"P53",1,NA,NA,NA,"Doença hemorrágica do feto e do recém-nascido","P53   Doenc hemorragica do feto e do recem-nascido",NA,NA,NA
"P550",1,NA,NA,NA,"Isoimunização Rh do feto e do recém-nascido","P55.0 Isoimunizacao Rh do feto e do recem-nascido",NA,NA,NA
"P590",1,NA,NA,NA,"Icterícia neonatal associada ao parto prematuro","P59.0 Ictericia neonatal assoc ao parto prematuro",NA,NA,NA
"P619",1,NA,NA,NA,"Transtorno hematológico perinatal não especificado","P61.9 Transt hematologico perinatal NE",NA,NA,NA
"P711",1,NA,NA,NA,"Outras hipocalcemias neonatais","P71.1 Outr hipocalcemias neonatais",NA,NA,NA
"P741",1,NA,NA,NA,"Desidratação do recém-nascido","P74.1 Desidratacao do recem-nascido",NA,NA,NA
"P920",1,NA,NA,NA,"Vômitos no recém-nascido","P92.0 Vomitos no recem-nascido",NA,NA,NA
"P922",1,NA,NA,NA,"Alimentação vagarosa do recém-nascido","P92.2 Alimentacao vagarosa do recem-nascido",NA,NA,NA
"P960",1,NA,NA,NA,"Insuficiência renal congênita","P96.0 Insuf renal congen",NA,NA,NA
"P964",1,NA,NA,NA,"Interrupção de gravidez, afetando o feto e recém-nascido","P96.4 Interrupcao de gravidez afet feto rec-nasc",NA,NA,NA
"Q02",1,NA,NA,NA,"Microcefalia","Q02   Microcefalia",NA,NA,NA
"Q038",1,NA,NA,NA,"Outra hidrocefalia congênita","Q03.8 Outr hidrocefalia congen",NA,NA,NA
"Q053",1,NA,NA,NA,"Espinha bífida sacra com hidrocefalia","Q05.3 Espinha bifida sacra c/hidrocefalia",NA,NA,NA
"Q057",1,NA,NA,NA,"Espinha bífida lombar, sem hidrocefalia","Q05.7 Espinha bifida lombar s/hidrocefalia",NA,NA,NA
"Q078",1,NA,NA,NA,"Outras malformações congênitas especificadas do sistema nervoso","Q07.8 Outr malformacoes congen espec sist nervoso",NA,NA,NA
"Q100",1,NA,NA,"N","Ptose congênita","Q10.0 Ptose congen",NA,NA,NA
"Q180",1,NA,NA,"N","Seio, fístula e cisto de origem branquial","Q18.0 Seio fistula e cisto orig branquial",NA,NA,NA
"Q189",1,NA,NA,"N","Malformação congênita não especificada da face e do pescoço","Q18.9 Malformacao congen NE da face e do pescoco",NA,NA,NA
"Q203",1,NA,NA,NA,"Comunicação ventrículo-atrial discordante","Q20.3 Comunicacao ventriculo-atrial discordante",NA,NA,NA
"Q211",1,NA,NA,NA,"Comunicação interatrial","Q21.1 Comunicacao interatrial",NA,NA,NA
