"DIAG_PRINC","n","CLASSIF","RESTRSEXO","CAUSAOBITO","DESCRICAO","DESCRABREV","REFER","EXCLUIDOS","...9"
"A491",1,NA,NA,NA,"Infecção estreptocócica de localização não especificada","A49.1 Infecc estreptococica localiz NE",NA,NA,NA
"A501",1,NA,NA,NA,"Sífilis congênita precoce, forma latente","A50.1 Sifilis congen precoce form latente",NA,NA,NA
"A502",1,NA,NA,NA,"Sífilis congênita precoce não especificada","A50.2 Sifilis congen precoce NE",NA,NA,NA
"A505",1,NA,NA,NA,"Outras formas tardias e sintomáticas da sífilis congênita","A50.5 Outr form tard e sintomat sifilis congen",NA,NA,NA
"A527",1,NA,NA,NA,"Outras formas de sífilis tardia sintomática","A52.7 Outr form de sifilis tard sintomatica",NA,NA,NA
"A858",1,NA,NA,NA,"Outras encefalites virais especificadas","A85.8 Outr encefalites virais espec",NA,NA,NA
"B002",1,NA,NA,"N","Gengivoestomatite e faringoamigdalite devida ao vírus do herpes","B00.2 Gengivoestom e faringoamig dev virus herpes",NA,NA,NA
"B011",1,"+",NA,NA,"Encefalite por varicela","B01.1 Encefalite p/varicela","G05.1*",NA,NA
"B082",1,NA,NA,NA,"Exantema súbito [sexta doença]","B08.2 Exantema subito",NA,NA,NA
"B088",1,NA,NA,"N","Outras infecções virais especificadas caracterizadas por lesões de pele e das membranas mucosas","B08.8 Outr inf virais espec lesoes pele membr muco",NA,NA,NA
"B09",1,NA,NA,NA,"Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas","B09   Inf viral NE caract p/lesoes pele membr muco",NA,NA,NA
"B268",1,NA,NA,NA,"Caxumba [parotidite epidêmica] com outras complicações","B26.8 Caxumba c/outr complic",NA,NA,NA
"B269",1,NA,NA,NA,"Caxumba [parotidite epidêmica] sem complicações","B26.9 Caxumba s/complic",NA,NA,NA
"B349",1,NA,NA,NA,"Infecção viral não especificada","B34.9 Infecc viral NE",NA,NA,NA
"B374",1,NA,NA,NA,"Candidíase de outras localizações urogenitais","B37.4 Candidiase de outr localiz urogenitais",NA,NA,NA
"B550",1,NA,NA,NA,"Leishmaniose visceral","B55.0 Leishmaniose visceral",NA,NA,NA
"B86",1,NA,NA,NA,"Escabiose [sarna]","B86   Escabiose",NA,NA,NA
"B955",1,NA,NA,NA,"Estreptococo não especificado, como causa de doenças classificadas em outros capítulos","B95.5 Estreptococo NE causa doenc class outr cap",NA,NA,NA
"C119",1,NA,NA,NA,"Neoplasia maligna da nasofaringe, não especificada","C11.9 Nasofaringe NE",NA,NA,NA
"C388",1,NA,NA,NA,"Neoplasia maligna do coração, mediastino e pleura com lesão invasiva","C38.8 Lesao invasiva coracao mediastino e pleura",NA,NA,NA
"C493",1,NA,NA,NA,"Neoplasia maligna do tecido conjuntivo e tecidos moles do tórax","C49.3 Tec conjuntivo e tec moles do torax",NA,NA,NA
"C729",1,NA,NA,NA,"Neoplasia maligna do sistema nervoso central, não especificado","C72.9 Sist nervoso central NE",NA,NA,NA
"C749",1,NA,NA,NA,"Neoplasia maligna da glândula supra-renal, não especificada","C74.9 Gland supra-renal NE",NA,NA,NA
"C880",1,NA,NA,NA,"Macroglobulinemia de Waldenström","C88.0 Macroglobulinemia de Waldenstrom",NA,NA,NA
"C920",1,NA,NA,NA,"Leucemia mielóide aguda","C92.0 Leucemia mieloide aguda",NA,NA,NA
"C969",1,NA,NA,NA,"Neoplasia maligna dos tecidos linfático, hematopoético e tecidos correlatos, não especificada","C96.9 Neop mal tec linf hematop e corr NE",NA,NA,NA
"D180",1,NA,NA,NA,"Hemangioma de qualquer localização","D18.0 Hemangioma de qualquer localiz",NA,NA,NA
"D236",1,NA,NA,NA,"Neoplasia benigna da pele dos membros superiores, incluindo o ombro","D23.6 Pele dos membros super incl o ombro",NA,NA,NA
"D431",1,NA,NA,NA,"Neoplasia de comportamento incerto ou desconhecido do encéfalo, infratentorial","D43.1 Encefalo infratentorial",NA,NA,NA
"D519",1,NA,NA,NA,"Anemia por deficiência de vitamina B12 não especificada","D51.9 Anemia p/defic de vitamina B12 NE",NA,NA,NA
"D578",1,NA,NA,NA,"Outros transtornos falciformes","D57.8 Outr transt falciformes",NA,NA,NA
"D600",1,NA,NA,NA,"Aplasia pura adquirida crônica da série vermelha","D60.0 Aplasia pura adq cronica serie vermelha",NA,NA,NA
"D692",1,NA,NA,NA,"Outras púrpuras não-trombocitopênicas","D69.2 Outr purpuras nao-trombocitopenicas",NA,NA,NA
"D699",1,NA,NA,NA,"Afecção hemorrágica não especificada","D69.9 Afeccao hemorragica NE",NA,NA,NA
"D70",1,NA,NA,NA,"Agranulocitose","D70   Agranulocitose",NA,NA,NA
"D759",1,NA,NA,NA,"Doença não especificada do sangue e dos órgãos hematopoéticos","D75.9 Doenc NE do sangue e orgaos hematopoeticos",NA,NA,NA
"D77",1,"*",NA,NA,"Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte","D77   Outr transt sangue e org hematop doenc COP",NA,NA,NA
"E131",1,NA,NA,NA,"Outros tipos especificados de diabetes mellitus - com cetoacidose","E13.1 C/cetoacidose",NA,NA,NA
"E440",1,NA,NA,NA,"Desnutrição protéico-calórica moderada","E44.0 Desnutric proteico-calorica moderada",NA,NA,NA
"E46",1,NA,NA,NA,"Desnutrição protéico-calórica não especificada","E46   Desnutric proteico-calorica NE",NA,NA,NA
"E780",1,NA,NA,NA,"Hipercolesterolemia pura","E78.0 Hipercolesterolemia pura",NA,NA,NA
"E86",1,NA,NA,NA,"Depleção de volume","E86   Deplecao de volume",NA,NA,NA
"F608",1,NA,NA,"N","Outros transtornos específicos da personalidade","F60.8 Outr transt especificos da personalidade",NA,NA,NA
"F840",1,NA,NA,NA,"Autismo infantil","F84.0 Autismo infantil",NA,NA,NA
"G002",1,NA,NA,NA,"Meningite estreptocócica","G00.2 Meningite estreptococica",NA,NA,NA
"G008",1,NA,NA,NA,"Outras meningites bacterianas","G00.8 Outr meningites bacter",NA,NA,NA
"G112",1,NA,NA,NA,"Ataxia cerebelar de início tardio","G11.2 Ataxia cerebelar de inicio tard",NA,NA,NA
"G404",1,NA,NA,NA,"Outras epilepsias e síndromes epilépticas generalizadas","G40.4 Outr epilepsias e sindr epilepticas gener",NA,NA,NA
"G406",1,NA,NA,NA,"Crise de grande mal, não especificada (com ou sem pequeno mal)","G40.6 Crise de grande mal NE",NA,NA,NA
"G479",1,NA,NA,NA,"Distúrbio do sono, não especificado","G47.9 Disturbio do sono NE",NA,NA,NA
"G589",1,NA,NA,NA,"Mononeuropatia não especificada","G58.9 Mononeuropatia NE",NA,NA,NA
"G809",1,NA,NA,NA,"Paralisia cerebral não especificada","G80.9 Paralisia cerebral NE",NA,NA,NA
"G910",1,NA,NA,NA,"Hidrocefalia comunicante","G91.0 Hidrocefalia comunicante",NA,NA,NA
"G912",1,NA,NA,NA,"Hidrocefalia de pressão normal","G91.2 Hidrocefalia de pressao normal",NA,NA,NA
"G930",1,NA,NA,NA,"Cistos cerebrais","G93.0 Cistos cerebrais",NA,NA,NA
"G942",1,"*",NA,NA,"Hidrocefalia em outras doenças classificadas em outra parte","G94.2 Hidrocefalia em outr doenc COP",NA,NA,NA
"G969",1,NA,NA,NA,"Transtorno não especificado do sistema nervoso central","G96.9 Transt NE do sist nervoso central",NA,NA,NA
"H001",1,NA,NA,"N","Calázio","H00.1 Calazio",NA,NA,NA
"H024",1,NA,NA,"N","Ptose da pálpebra","H02.4 Ptose da palpebra",NA,NA,NA
"H028",1,NA,NA,"N","Outros transtornos especificados das pálpebras","H02.8 Outr transt espec das palpebras",NA,NA,NA
"H250",1,NA,NA,"N","Catarata senil incipiente","H25.0 Catarata senil incipiente",NA,NA,NA
"H408",1,NA,NA,"N","Outro glaucoma","H40.8 Outr glaucoma",NA,NA,NA
"H502",1,NA,NA,"N","Estrabismo vertical","H50.2 Estrabismo vertical",NA,NA,NA
"H605",1,NA,NA,"N","Otite externa aguda não-infecciosa","H60.5 Otite externa aguda nao-infecc",NA,NA,NA
"H618",1,NA,NA,"N","Outros transtornos especificados do ouvido externo","H61.8 Outr transt espec do ouvido externo",NA,NA,NA
"H650",1,NA,NA,NA,"Otite média aguda serosa","H65.0 Otite media aguda serosa",NA,NA,NA
"H651",1,NA,NA,NA,"Outras otites médias agudas não-supurativas","H65.1 Outr otites medias agudas nao-supurativas",NA,NA,NA
"H660",1,NA,NA,NA,"Otite média aguda supurativa","H66.0 Otite media aguda supurativa",NA,NA,NA
"H664",1,NA,NA,NA,"Otite média supurativa não especificada","H66.4 Otite media supurativa NE",NA,NA,NA
"H700",1,NA,NA,NA,"Mastoidite aguda","H70.0 Mastoidite aguda",NA,NA,NA
"H919",1,NA,NA,"N","Perda não especificada de audição","H91.9 Perda NE de audicao",NA,NA,NA
"I078",1,NA,NA,NA,"Outras doenças da valva tricúspide","I07.8 Outr doenc da valva tricuspide",NA,NA,NA
"I110",1,NA,NA,NA,"Doença cardíaca hipertensiva com insuficiência cardíaca (congestiva)","I11.0 Doenc cardiaca hipertensiva c/insuf cardiaca",NA,NA,NA
"I279",1,NA,NA,NA,"Cardiopatia pulmonar não especificada","I27.9 Cardiopatia pulmonar NE",NA,NA,NA
"I280",1,NA,NA,NA,"Fístula arteriovenosa de vasos pulmonares","I28.0 Fistula arteriovenosa de vasos pulmonares",NA,NA,NA
"I456",1,NA,NA,NA,"Síndrome de pré-excitação","I45.6 Sindr de pre-excitacao",NA,NA,NA
"I460",1,NA,NA,NA,"Parada cardíaca com ressuscitação bem sucedida","I46.0 Parada cardiaca c/ressuscitacao bem sucedida",NA,NA,NA
"I516",1,NA,NA,NA,"Doença cardiovascular não especificada","I51.6 Doenc cardiovascular NE",NA,NA,NA
"I64",1,NA,NA,NA,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico","I64   Acid vasc cerebr NE como hemorrag isquemico",NA,NA,NA
"I888",1,NA,NA,NA,"Outras linfadenites inespecíficas","I88.8 Outr linfadenites inespecificas",NA,NA,NA
"J100",1,NA,NA,NA,"Influenza com pneumonia devida a outro vírus da influenza [gripe] identificado","J10.0 Influenza c/pneum dev outr virus influ ident",NA,NA,NA
"J129",1,NA,NA,NA,"Pneumonia viral não especificada","J12.9 Pneumonia viral NE",NA,NA,NA
"J13",1,NA,NA,NA,"Pneumonia devida a Streptococcus pneumoniae","J13   Pneumonia dev Streptococcus pneumoniae",NA,NA,NA
"J209",1,NA,NA,NA,"Bronquite aguda não especificada","J20.9 Bronquite aguda NE",NA,NA,NA
"J351",1,NA,NA,"N","Hipertrofia das amígdalas","J35.1 Hipertrofia das amigdalas",NA,NA,NA
"J359",1,NA,NA,"N","Doenças das amígdalas e das adenóides não especificadas","J35.9 Doenc das amigdalas e das adenoides NE",NA,NA,NA
"J398",1,NA,NA,NA,"Outras doenças especificadas das vias aéreas superiores","J39.8 Outr doenc espec das vias aereas super",NA,NA,NA
"J410",1,NA,NA,NA,"Bronquite crônica simples","J41.0 Bronquite cronica simples",NA,NA,NA
"J47",1,NA,NA,NA,"Bronquectasia","J47   Bronquectasia",NA,NA,NA
"J690",1,NA,NA,NA,"Pneumonite devida a alimento ou vômito","J69.0 Pneumonite dev alimento ou vomito",NA,NA,NA
"J860",1,NA,NA,NA,"Piotórax com fístula","J86.0 Piotorax c/fistula",NA,NA,NA
"J90",1,NA,NA,NA,"Derrame pleural não classificado em outra parte","J90   Derrame pleural NCOP",NA,NA,NA
"J980",1,NA,NA,NA,"Outras doenças dos brônquios não classificadas em outra parte","J98.0 Outr doenc dos bronquios NCOP",NA,NA,NA
"K078",1,NA,NA,"N","Outras anomalias dentofaciais","K07.8 Outr anomalias dentofaciais",NA,NA,NA
"K118",1,NA,NA,"N","Outras doenças das glândulas salivares","K11.8 Outr doenc das gland salivares",NA,NA,NA
"K121",1,NA,NA,NA,"Outras formas de estomatite","K12.1 Outr form de estomatite",NA,NA,NA
"K20",1,NA,NA,NA,"Esofagite","K20   Esofagite",NA,NA,NA
"K221",1,NA,NA,NA,"Úlcera do esôfago","K22.1 Ulcera do esofago",NA,NA,NA
"K222",1,NA,NA,NA,"Obstrução do esôfago","K22.2 Obstrucao do esofago",NA,NA,NA
"K228",1,NA,NA,NA,"Outras doenças especificadas do esôfago","K22.8 Outr doenc espec do esofago",NA,NA,NA
"K318",1,NA,NA,NA,"Outras doenças especificadas do estômago e do duodeno","K31.8 Outr doenc espec do estomago e do duodeno",NA,NA,NA
"K412",1,NA,NA,NA,"Hérnia femoral bilateral, sem obstrução ou gangrena","K41.2 Hernia femoral bilateral s/obstr ou gangrena",NA,NA,NA
"K449",1,NA,NA,NA,"Hérnia diafragmática sem obstrução ou gangrena","K44.9 Hernia diafragmatica s/obstrucao ou gangrena",NA,NA,NA
"K450",1,NA,NA,NA,"Outras hérnias abdominais especificadas, com obstrução, sem gangrena","K45.0 Outr hernias abdom espec c/obstr s/gangrena",NA,NA,NA
"K561",1,NA,NA,NA,"Intussuscepção","K56.1 Intussuscepcao",NA,NA,NA
"K562",1,NA,NA,NA,"Volvo","K56.2 Volvo",NA,NA,NA
"K565",1,NA,NA,NA,"Aderências intestinais (bridas) com obstrução","K56.5 Aderencias intestinais c/obstrucao",NA,NA,NA
"K603",1,NA,NA,NA,"Fístula anal","K60.3 Fistula anal",NA,NA,NA
"K612",1,NA,NA,NA,"Abscesso anorretal","K61.2 Abscesso anorretal",NA,NA,NA
"K658",1,NA,NA,NA,"Outras peritonites","K65.8 Outr peritonites",NA,NA,NA
"K752",1,NA,NA,NA,"Hepatite reativa não-específica","K75.2 Hepatite reativa nao-especifica",NA,NA,NA
"K754",1,NA,NA,NA,"Hepatite autoimune","K75.4 Hepatite autoimune",NA,NA,NA
"K778",1,"*",NA,NA,"Transtornos hepáticos em outras doenças classificadas em outra parte","K77.8 Transt hepaticos em outr doenc COP",NA,NA,NA
"K830",1,NA,NA,NA,"Colangite","K83.0 Colangite",NA,NA,NA
"K914",1,NA,NA,NA,"Mau funcionamento de colostomia e enterostomia","K91.4 Mau funcionamento colostomia e enterostomia",NA,NA,NA
"K922",1,NA,NA,NA,"Hemorragia gastrointestinal, sem outra especificação","K92.2 Hemorragia gastrointestinal SOE",NA,NA,NA
"K931",1,"*",NA,NA,"Megacólon na doença de Chagas","K93.1 Megacolon na doenc de Chagas","B57.3+",NA,NA
"K938",1,"*",NA,NA,"Transtornos de outros órgãos digestivos especificados em doenças classificadas em outra parte","K93.8 Transt outr org digestivos espec doenc COP",NA,NA,NA
"L028",1,NA,NA,NA,"Abscesso cutâneo, furúnculo e antraz de outras localizações","L02.8 Abscesso cutaneo furunculo e antraz outr loc",NA,NA,NA
"L040",1,NA,NA,"N","Linfadenite aguda de face, cabeça e pescoço","L04.0 Linfadenite aguda de face cabeca e pescoco",NA,NA,NA
"L139",1,NA,NA,NA,"Doença bolhosa, não especificada","L13.9 Doenc bolhosa NE",NA,NA,NA
"L209",1,NA,NA,"N","Dermatite atópica, não especificada","L20.9 Dermatite atopica NE",NA,NA,NA
"L211",1,NA,NA,"N","Dermatite seborréica infantil","L21.1 Dermatite seborreica infantil",NA,NA,NA
"L219",1,NA,NA,"N","Dermatite seborréica, não especificada","L21.9 Dermatite seborreica NE",NA,NA,NA
"L238",1,NA,NA,"N","Dermatite alérgica de contato devido a outros agentes","L23.8 Dermatite alergica contato dev outr agentes",NA,NA,NA
"L271",1,NA,NA,NA,"Erupção cutânea localizada devida a drogas e medicamentos","L27.1 Erupcao cutanea localizada dev drogas medic",NA,NA,NA
"L299",1,NA,NA,"N","Prurido não especificado","L29.9 Prurido NE",NA,NA,NA
"L309",1,NA,NA,"N","Dermatite não especificada","L30.9 Dermatite NE",NA,NA,NA
"L720",1,NA,NA,"N","Cisto epidérmico","L72.0 Cisto epidermico",NA,NA,NA
"L721",1,NA,NA,"N","Cisto triquilemal","L72.1 Cisto triquilemal",NA,NA,NA
"L919",1,NA,NA,"N","Afecções hipertróficas da pele, não especificadas","L91.9 Afeccoes hipertroficas da pele NE",NA,NA,NA
"L929",1,NA,NA,"N","Afecções granulomatosas da pele e do tecido subcutâneo, não especificados","L92.9 Afecc granulomatosas pele tec subcutaneo NE",NA,NA,NA
"L988",1,NA,NA,"N","Outras afecções especificadas da pele e do tecido subcutâneo","L98.8 Outr afeccoes espec pele e tec subcutaneo",NA,NA,NA
"L998",1,"*",NA,NA,"Outras afecções especificadas da pele e do tecido subcutâneo em doenças classificadas em outra parte","L99.8 Outr afecc espec pele tec subcut doenc COP",NA,NA,NA
"M125",1,NA,NA,NA,"Artropatia traumática","M12.5 Artropatia traum",NA,NA,NA
"M138",1,NA,NA,NA,"Outras artrites especificadas","M13.8 Outr artrites espec",NA,NA,NA
"M248",1,NA,NA,"N","Outros transtornos articulares específicos, não classificados em outra parte","M24.8 Outr transt articulares especificos NCOP",NA,NA,NA
"M258",1,NA,NA,"N","Outros transtornos articulares especificados","M25.8 Outr transt articulares espec",NA,NA,NA
"M609",1,NA,NA,"N","Miosite não especificada","M60.9 Miosite NE",NA,NA,NA
"M848",1,NA,NA,NA,"Outros transtornos da continuidade do osso","M84.8 Outr transt da continuidade do osso",NA,NA,NA
"M861",1,NA,NA,NA,"Outra osteomielite aguda","M86.1 Outr osteomielite aguda",NA,NA,NA
"N048",1,NA,NA,NA,"Síndrome nefrótica - outras","N04.8 Outr",NA,NA,NA
"N082",1,"*",NA,NA,"Transtornos glomerulares em doenças do sangue e transtornos imunitários","N08.2 Transt glomerulares doenc sangue transt imun",NA,NA,NA
"N133",1,NA,NA,NA,"Outras hidronefroses e as não especificadas","N13.3 Outr hidronefroses e as NE",NA,NA,NA
"N138",1,NA,NA,NA,"Outras uropatias obstrutivas e por refluxo","N13.8 Outr uropatias obstrutivas e p/refluxo",NA,NA,NA
"N139",1,NA,NA,NA,"Uropatia obstrutiva e por refluxo não especificada","N13.9 Uropatia obstrutiva e p/refluxo NE",NA,NA,NA
"N158",1,NA,NA,NA,"Outras doenças renais túbulo-intersticiais especificadas","N15.8 Outr doenc renais tubulo-intersticiais espec",NA,NA,NA
"N179",1,NA,NA,NA,"Insuficiência renal aguda não especificada","N17.9 Insuf renal aguda NE",NA,NA,NA
"N308",1,NA,NA,NA,"Outras cistites","N30.8 Outr cistites",NA,NA,NA
"N309",1,NA,NA,NA,"Cistite, não especificada","N30.9 Cistite NE",NA,NA,NA
"N359",1,NA,NA,NA,"Estenose (estreitamento) uretral não especificada(o)","N35.9 Estenose uretral NE",NA,NA,NA
"N994",1,NA,NA,NA,"Aderências do peritônio pélvico pós-procedimentos","N99.4 Aderencias do peritonio pelvico pos-proced",NA,NA,NA
"O40",1,NA,"F",NA,"Polihidrâmnio","O40   Polihidramnio",NA,NA,NA
"P008",1,NA,NA,NA,"Feto e recém-nascido afetados por outras afecções maternas","P00.8 Fet rec-nasc afet outr afeccoes maternas",NA,NA,NA
"P059",1,NA,NA,NA,"Retardo não especificado do crescimento fetal","P05.9 Retardo NE do crescimento fetal",NA,NA,NA
"P122",1,NA,NA,NA,"Hemorragia subaponeurótica epicraniana devida a traumatismo de parto","P12.2 Hemorrag subaponeur epicran dev traum parto",NA,NA,NA
"P131",1,NA,NA,NA,"Outras lesões cranianas devidas a traumatismo de parto","P13.1 Outr lesoes cranianas dev traum de parto",NA,NA,NA
"P209",1,NA,NA,NA,"Hipóxia intra-uterina não especificada","P20.9 Hipoxia intra-uterina NE",NA,NA,NA
"P211",1,NA,NA,NA,"Asfixia leve ou moderada ao nascer","P21.1 Asfixia leve ou moderada ao nascer",NA,NA,NA
"P239",1,NA,NA,NA,"Pneumonia congênita não especificada","P23.9 Pneumonia congen NE",NA,NA,NA
"P249",1,NA,NA,NA,"Síndrome de aspiração neonatal não especificada","P24.9 Sindr de aspiracao neonatal NE",NA,NA,NA
"P252",1,NA,NA,NA,"Pneumomediastino originado no período perinatal","P25.2 Pneumomediastino originado periodo perinatal",NA,NA,NA
"P269",1,NA,NA,NA,"Hemorragia pulmonar não especificada originada no período perinatal","P26.9 Hemorragia pulmonar NE orig periodo perinat",NA,NA,NA
"P282",1,NA,NA,NA,"Crises cianóticas do recém-nascido","P28.2 Crises cianoticas do recem-nascido",NA,NA,NA
"P284",1,NA,NA,NA,"Outras apnéias do recém-nascido","P28.4 Outr apneias do recem-nascido",NA,NA,NA
"P289",1,NA,NA,NA,"Afecção respiratória do recém-nascido, não especificada","P28.9 Afeccao respirat do recem-nascido NE",NA,NA,NA
"P290",1,NA,NA,NA,"Insuficiência cardíaca neonatal","P29.0 Insuf cardiaca neonatal",NA,NA,NA
"P292",1,NA,NA,NA,"Hipertensão neonatal","P29.2 Hipertensao neonatal",NA,NA,NA
"P358",1,NA,NA,NA,"Outras doenças virais congênitas","P35.8 Outr doenc virais congen",NA,NA,NA
"P359",1,NA,NA,NA,"Doença viral congênita não especificada","P35.9 Doenc viral congen NE",NA,NA,NA
"P363",1,NA,NA,NA,"Septicemia do recém-nascido devida a outros estafilococos e aos não especificados","P36.3 Septicemia rec-nasc dev outr estafiloc e NE",NA,NA,NA
"P371",1,NA,NA,NA,"Toxoplasmose congênita","P37.1 Toxoplasmose congen",NA,NA,NA
"P378",1,NA,NA,NA,"Outras doenças infecciosas e parasitárias congênitas especificadas","P37.8 Outr doenc infecc e parasit congen espec",NA,NA,NA
"P379",1,NA,NA,NA,"Doença infecciosa ou parasitária congênita não especificada","P37.9 Doenc infecc ou parasit congen NE",NA,NA,NA
"P394",1,NA,NA,NA,"Infecção neonatal da pele","P39.4 Infecc neonatal da pele",NA,NA,NA
"P508",1,NA,NA,NA,"Outras perdas sangüíneas fetais","P50.8 Outr perdas sanguineas fetais",NA,NA,NA
"P509",1,NA,NA,NA,"Perda sangüínea fetal não especificada","P50.9 Perda sanguinea fetal NE",NA,NA,NA
"P543",1,NA,NA,NA,"Outras hemorragias gastrointestinais do período neonatal","P54.3 Outr hemorrag gastrointest periodo neonatal",NA,NA,NA
"P548",1,NA,NA,NA,"Outras hemorragias fetais e neonatais especificadas","P54.8 Outr hemorragias fetais e neonatais espec",NA,NA,NA
"P550",1,NA,NA,NA,"Isoimunização Rh do feto e do recém-nascido","P55.0 Isoimunizacao Rh do feto e do recem-nascido",NA,NA,NA
"P590",1,NA,NA,NA,"Icterícia neonatal associada ao parto prematuro","P59.0 Ictericia neonatal assoc ao parto prematuro",NA,NA,NA
"P598",1,NA,NA,NA,"Icterícia neonatal devida a outras causas especificadas","P59.8 Ictericia neonatal dev outr causas espec",NA,NA,NA
"P610",1,NA,NA,NA,"Trombocitopenia transitória neonatal","P61.0 Trombocitopenia transitoria neonatal",NA,NA,NA
"P611",1,NA,NA,NA,"Policitemia neonatal","P61.1 Policitemia neonatal",NA,NA,NA
"P615",1,NA,NA,NA,"Neutropenia transitória neonatal","P61.5 Neutropenia transitoria neonatal",NA,NA,NA
"P719",1,NA,NA,NA,"Transtornos transitórios não especificados do metabolismo do cálcio e do magnésio do período neonatal","P71.9 Transt transit NE metab calc magn per neonat",NA,NA,NA
"P760",1,NA,NA,NA,"Síndrome da ""rolha de mecônio""","P76.0 Sindr da rolha de meconio",NA,NA,NA
"P914",1,NA,NA,NA,"Depressão cerebral neonatal","P91.4 Depressao cerebral neonatal",NA,NA,NA
"P918",1,NA,NA,NA,"Outros distúrbios especificados da função cerebral do recém-nascido","P91.8 Outr disturbios espec funcao cerebr rec-nasc",NA,NA,NA
"P922",1,NA,NA,NA,"Alimentação vagarosa do recém-nascido","P92.2 Alimentacao vagarosa do recem-nascido",NA,NA,NA
"Q010",1,NA,NA,NA,"Encefalocele frontal","Q01.0 Encefalocele frontal",NA,NA,NA
"Q038",1,NA,NA,NA,"Outra hidrocefalia congênita","Q03.8 Outr hidrocefalia congen",NA,NA,NA
"Q039",1,NA,NA,NA,"Hidrocefalia congênita não especificada","Q03.9 Hidrocefalia congen NE",NA,NA,NA
"Q043",1,NA,NA,NA,"Outras deformidades por redução do encéfalo","Q04.3 Outr deform p/reducao do encefalo",NA,NA,NA
"Q221",1,NA,NA,NA,"Estenose congênita da valva pulmonar","Q22.1 Estenose congen da valva pulmonar",NA,NA,NA
"Q224",1,NA,NA,NA,"Estenose congênita da valva tricúspide","Q22.4 Estenose congen da valva tricuspide",NA,NA,NA
"Q228",1,NA,NA,NA,"Outras malformações congênitas da valva tricúspide","Q22.8 Outr malformacoes congen da valva tricuspide",NA,NA,NA
"Q256",1,NA,NA,NA,"Estenose da artéria pulmonar","Q25.6 Estenose da arteria pulmonar",NA,NA,NA
"Q257",1,NA,NA,NA,"Outras malformações congênitas da artéria pulmonar","Q25.7 Outr malformacoes congen da arteria pulmonar",NA,NA,NA
"Q258",1,NA,NA,NA,"Outras malformações congênitas das grandes artérias","Q25.8 Outr malformacoes congen grandes arterias",NA,NA,NA
"Q262",1,NA,NA,NA,"Comunicação venosa pulmonar anormal total","Q26.2 Comunicacao venosa pulmonar anormal total",NA,NA,NA
"Q334",1,NA,NA,NA,"Bronquectasia congênita","Q33.4 Bronquectasia congen",NA,NA,NA
"Q339",1,NA,NA,NA,"Malformação congênita não especificada do pulmão","Q33.9 Malformacao congen NE do pulmao",NA,NA,NA
"Q351",1,NA,NA,NA,"Fenda do palato duro","Q35.1 Fenda do palato duro",NA,NA,NA
"Q374",1,NA,NA,NA,"Fenda dos palatos duro e mole com fenda labial bilateral","Q37.4 Fenda palatos duro mole c/fenda labial bilat",NA,NA,NA
"Q378",1,NA,NA,NA,"Fenda do palato com fenda labial bilateral, não especificada","Q37.8 Fenda do palato c/fenda labial bilateral NE",NA,NA,NA
"Q400",1,NA,NA,NA,"Estenose hipertrófica congênita do piloro","Q40.0 Estenose hipertrofica congen do piloro",NA,NA,NA
"Q422",1,NA,NA,NA,"Ausência, atresia e estenose congênita do ânus, com fístula","Q42.2 Ausencia atresia estenose congen anus c/fist",NA,NA,NA
"Q429",1,NA,NA,NA,"Ausência, atresia e estenose congênita de partes não especificadas do cólon (intestino grosso)","Q42.9 Ausenc atresia estenose congen part NE colon",NA,NA,NA
"Q442",1,NA,NA,NA,"Atresia das vias biliares","Q44.2 Atresia das vias biliares",NA,NA,NA
"Q444",1,NA,NA,NA,"Cisto do colédoco","Q44.4 Cisto do coledoco",NA,NA,NA
"Q525",1,NA,"F",NA,"Fusão dos lábios vulvares","Q52.5 Fusao dos labios vulvares",NA,NA,NA
"Q530",1,NA,"M",NA,"Testículo ectópico","Q53.0 Testiculo ectopico",NA,NA,NA
"Q540",1,NA,"M",NA,"Hipospádia balânica","Q54.0 Hipospadia balanica",NA,NA,NA
"Q542",1,NA,"M",NA,"Hipospádia penoscrotal","Q54.2 Hipospadia penoscrotal",NA,NA,NA
"Q614",1,NA,NA,NA,"Displasia renal","Q61.4 Displasia renal",NA,NA,NA
"Q650",1,NA,NA,"N","Luxação congênita unilateral do quadril","Q65.0 Luxacao congen unilateral do quadril",NA,NA,NA
"Q651",1,NA,NA,"N","Luxação congênita bilateral do quadril","Q65.1 Luxacao congen bilateral do quadril",NA,NA,NA
"Q654",1,NA,NA,"N","Subluxação congênita bilateral do quadril","Q65.4 Subluxacao congen bilateral do quadril",NA,NA,NA
"Q656",1,NA,NA,"N","Quadril instável","Q65.6 Quadril instavel",NA,NA,NA
"Q659",1,NA,NA,"N","Deformidade congênita não especificada do quadril","Q65.9 Deform congen NE do quadril",NA,NA,NA
"Q758",1,NA,NA,NA,"Outras malformações congênitas especificadas dos ossos do crânio e da face","Q75.8 Outr malform congen espec ossos cranio face",NA,NA,NA
"Q780",1,NA,NA,NA,"Osteogênese imperfeita","Q78.0 Osteogenese imperfeita",NA,NA,NA
"Q792",1,NA,NA,NA,"Exonfalia","Q79.2 Exonfalia",NA,NA,NA
